"case","city","city_council","day_of_week","ibr_code","location","occur_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL20082799","SALT LAKE CITY","7","7","290","2100 E PARKWAY AVE                                                                                       ","01/05/2008","SUG","236","01/05/2008","2902-1","DAMAGED PROP","1908506","869122"
"SL20082820","SALT LAKE CITY","4","7","0","600 E 600 S                                                                                             ","01/05/2008","CEC","214","01/05/2008","5499-12","TRAFFIC","1897010","882792"
"SL20082825","SALT LAKE CITY","4","7","0","600 E ELY PL                                                                                            ","01/05/2008","CEC","214","01/05/2008","5499-12","TRAFFIC","1897208","882375"
"SL20082832","SALT LAKE CITY","2","7","0",,"01/05/2008","WSL","154","01/05/2008","5499-12","TRAFFIC","1870107","879105"
"SL20082833","SALT LAKE CITY","4","7","0","600 E ELY PL                                                                                            ","01/05/2008","CEC","214","01/05/2008","5499-12","TRAFFIC","1897035","882346"
"SL20082835","SALT LAKE CITY","4","7","0","600 E ELY PL                                                                                            ","01/05/2008","CEC","214","01/05/2008","5499-12","TRAFFIC","1897208","882375"
"SL20082834","SALT LAKE CITY","4","7","0","600 E ELY PL                                                                                            ","01/05/2008","CEC","214","01/05/2008","5499-12","TRAFFIC","1897208","882375"
"SL20082827","SALT LAKE CITY","2","7","0",,"01/05/2008","WSL","154","01/05/2008","5499-12","TRAFFIC","1870107","879105"
"SL20082836","SALT LAKE CITY","4","7","0","600 E ELY PL                                                                                            ","01/05/2008","CEC","214","01/05/2008","5499-12","TRAFFIC","1897208","882375"
"SL20082735","SALT LAKE CITY","3","7","23C","200 W NORTH TEMPLE ST                                                                                   ","01/05/2008","CAH","111","01/05/2008","2303-0","LARCENY","1890226","888402"
"SL20082752","SALT LAKE CITY","4","7","23F","300 S STATE ST                                                                                          ","01/05/2008","DTN","113","01/05/2008","2305-0","LARCENY","1892629","884705"
"SL20082755","SALT LAKE CITY","4","7","23F","300 S STATE ST                                                                                          ","01/05/2008","DTN","113","01/05/2008","2305-0","LARCENY","1892629","884705"
"SL20082761","SALT LAKE CITY","7","7","13B","2700 S 1300 E                                                                                            ","01/05/2008","SUG","236","01/05/2008","1313-0","ASSAULT","1902150","866160"
"SL20082718","SALT LAKE CITY","4","7","13B","300 S 600 W                                                                                             ","01/05/2008","DTN","112","01/05/2008","1313-1","ASSAULT","1887084","885181"
"SL20082841","SALT LAKE CITY","4","7","0","600 E ELY PL                                                                                            ","01/05/2008","CEC","214","01/05/2008","5499-12","TRAFFIC","1897208","882375"
"SL20082798","SALT LAKE CITY","4","7","90Z","000 W 300 S                                                                                             ","01/05/2008","DTN","113","01/05/2008","4902-0","ESCAPE","1891318","885159"
"SL20082840","SALT LAKE CITY",,"7","0",,"01/05/2008","40","40","01/05/2008","7399-1","PUBLIC ORDER","1867847","894419"
"SL20082845","SALT LAKE CITY","4","7","0","600 E ELY PL                                                                                            ","01/05/2008","CEC","214","01/05/2008","5499-12","TRAFFIC","1897125","882406"
"SL20082844","SALT LAKE CITY","4","7","0","100 S 300 W                                                                                             ","01/05/2008","DTN","112","01/05/2008","5499-12","TRAFFIC","1889526","886651"
"SL20082712","SALT LAKE CITY","7","7","13B","1000 E 2100 S                                                                                            ","01/05/2008","SUG","235","01/05/2008","1313-0","ASSAULT","1900152","871553"
"SL20082787","SALT LAKE CITY","4","7","90Z","500 S MAIN ST                                                                                           ","01/05/2008","PEF","115","01/05/2008","4902-0","ESCAPE","1891889","883171"
"SL20082811","SALT LAKE CITY","4","7","90G","200 S WEST TEMPLE ST                                                                                    ","01/05/2008","DTN","113","01/05/2008","4104-0","LIQUOR","1891105","885484"
"SL20082822","SALT LAKE CITY","1","7","23F","700 N 900 W                                                                                             ","01/05/2008","ROP","131","01/05/2008","2305-0","LARCENY","1884801","893542"
"SL20082753","SALT LAKE CITY","4","7","90Z","300 E 700 S                                                                                             ","01/05/2008","CEC","214","01/05/2008","4902-0","ESCAPE","1894577","881978"
"SL20082763","SALT LAKE CITY","4","7","90Z","600 E ELY PL                                                                                            ","01/05/2008","CEC","214","01/05/2008","4902-0","ESCAPE","1897084","882346"
"SL20082732","SALT LAKE CITY","4","7","0","000 S 500 E                                                                                             ","01/05/2008","CEC","212","01/05/2008","7399-1","PUBLIC ORDER","1895808","886911"
"SL20082709","SALT LAKE CITY","4","7","90E","600 E ELY PL                                                                                            ","01/05/2008","CEC","214","01/05/2008","7399-26","PUBLIC ORDER","1897084","882346"
"SL20082847","SALT LAKE CITY","4","7","240","300 E 600 S                                                                                             ","01/05/2008","CEC","214","01/05/2008","2499-17","STOLEN VEHICLE","1894307","882832"
"SL20082862","SALT LAKE CITY","4","7","13B","000 E 600 S                                                                                             ","01/05/2008","PEF","115","01/05/2008","4801-0","OBST POLICE","1892552","882778"
"SL20082824","SALT LAKE CITY","7","7","290","2200 S 2100 E                                                                                            ","01/05/2008","SUG","236","01/05/2008","2902-1","DAMAGED PROP","1908478","870065"
"SL20082730","SALT LAKE CITY","5","7","0","1000 S 700 E                                                                                             ","01/05/2008","EAL","232","01/05/2008","5399-30","PUBLIC PEACE","1897422","879348"
"SL20082794","SALT LAKE CITY","6","7","0","1900 S 2600 E                                                                                            ","01/05/2008","EAB","236","01/05/2008","5399-30","PUBLIC PEACE","1912565","872676"
"SL20082813","SALT LAKE CITY","5","7","90E","1700 S RICHARDS ST                                                                                       ","01/05/2008","PEF","234","01/05/2008","7399-26","PUBLIC ORDER","1891444","874270"
"SL20082857","SALT LAKE CITY","4","7","0","700 S 400 E                                                                                             ","01/05/2008","CEC","214","01/05/2008","7399-25","PUBLIC ORDER","1894996","881587"
"SL20082926","SALT LAKE CITY","1","7","0","1600 W MILAN DR                                                                                          ","01/05/2008","ROP","131","01/05/2008","2499-14","STOLEN VEHICLE","1879070","894695"
"SL20082952","SALT LAKE CITY","1","7","0","500 N TERMINAL NORTHBOUND DR                                                                            ","01/05/2008","JOM","133","01/05/2008","7399-1","PUBLIC ORDER","1866905","891511"
"SL20082930","SALT LAKE CITY","1","7","0","700 N 900 W                                                                                             ","01/05/2008","ROP","131","01/05/2008","7399-1","PUBLIC ORDER","1884801","893483"
"SL20082961","SALT LAKE CITY","4","7","0","300 S 200 E                                                                                             ","01/05/2008","CEC","113","01/05/2008","5499-5","TRAFFIC","1893480","884495"
"SL20082995","SALT LAKE CITY","1","7","90Z","3700 W TERMINAL WESTBOUND DR                                                                             ","01/05/2008","WES","133","01/05/2008","3599-2","DRUGS","1866562","893915"
"SL20082976","SALT LAKE CITY","4","7","35B","200 S STATE ST                                                                                          ","01/05/2008","CEC","113","01/05/2008","3550-0","DRUGS","1892692","885604"
"SL20082978","SALT LAKE CITY","1","7","23H","3700 W TERMINAL WESTBOUND DR                                                                             ","01/05/2008","WES","133","01/05/2008","2399-0","LARCENY","1866562","893915"
"SL20083008","SALT LAKE CITY","2","7","35A","800 W OURAY AVE                                                                                         ","01/05/2008","STF","132","01/05/2008","3532-0","DRUGS","1885134","891082"
"SL20083016","SALT LAKE CITY","4","7","120","200 S MAIN ST                                                                                           ","01/05/2008","DTN","113","01/05/2008","1202-0","ROBBERY","1891838","885667"
"SL20082950","SALT LAKE CITY","1","7","290",,"01/05/2008","JOM","133","01/05/2008","2903-0","DAMAGED PROP","1866905","891511"
"SL20082990","SALT LAKE CITY","2","7","240","1500 S 900 W                                                                                             ","01/05/2008","WSL","153","01/05/2008","2499-17","STOLEN VEHICLE","1884728","875630"
"SL20082975","SALT LAKE CITY","1","7","0","3700 W TERMINAL WESTBOUND DR                                                                             ","01/05/2008","WES","133","01/05/2008","7399-1","PUBLIC ORDER","1866562","893915"
"SL20082993","SALT LAKE CITY","1","7","0","3700 W TERMINAL WESTBOUND DR                                                                             ","01/05/2008","WES","133","01/05/2008","7399-1","PUBLIC ORDER","1866562","893915"
"SL20082999","SALT LAKE CITY","1","7","0","3700 W TERMINAL WESTBOUND DR                                                                             ","01/05/2008","WES","133","01/05/2008","7399-5","PUBLIC ORDER","1866562","893915"
"SL20082896","SALT LAKE CITY","4","7","90E","200 S WEST TEMPLE ST                                                                                    ","01/05/2008","DTN","113","01/05/2008","7399-26","PUBLIC ORDER","1891105","885480"
"SL20083096","SALT LAKE CITY","1","7","23G","700 N REDWOOD RD                                                                                        ","01/05/2008","ROP","131","01/05/2008","2304-0","LARCENY","1878562","893258"
"SL20083087","SALT LAKE CITY","7","7","240","2200 S 1300 E                                                                                            ","01/05/2008","SUG","236","01/05/2008","2499-13","STOLEN VEHICLE","1902126","870438"
"SL20082965","SALT LAKE CITY","4","7","35B","200 S WEST TEMPLE ST                                                                                    ","01/05/2008","DTN","113","01/05/2008","3550-0","DRUGS","1891105","885480"
"SL20083125","SALT LAKE CITY","2","7","35A","500 N 800 W                                                                                             ","01/05/2008","STF","132","01/05/2008","3562-0","DRUGS","1885586","891710"
"SL20083137","SALT LAKE CITY","1","7","0","700 N 2200 W                                                                                            ","01/05/2008","WES","133","01/05/2008","7399-22","PUBLIC ORDER","1874580","893800"
"SL20083186","SALT LAKE CITY","4","7","0","300 S STATE ST                                                                                          ","01/05/2008","CEC","113","01/05/2008","5499-6","TRAFFIC","1892689","884691"
"SL20083140","SALT LAKE CITY","5","7","290","000 E 2100 S                                                                                            ","01/05/2008","PEF","234","01/05/2008","2903-1","DAMAGED PROP","1891999","871591"
"SL20083117","SALT LAKE CITY","4","7","0","400 S 300 W                                                                                             ","01/05/2008","DTN","114","01/05/2008","5499-7","TRAFFIC","1889455","884122"
"SL20083113","SALT LAKE CITY","4","7","0","200 W 600 S                                                                                             ","01/05/2008","PEF","114","01/05/2008","7399-40","PUBLIC ORDER","1889922","882788"
"SL20083098","SALT LAKE CITY","4","7","23H","500 S 600 E                                                                                             ","01/05/2008","CEC","214","01/05/2008","2399-0","LARCENY","1896587","883379"
"SL20083252","SALT LAKE CITY","1","7","0","300 N 2370 W                                                                                            ","01/05/2008","JOM","133","01/05/2008","5499-84","TRAFFIC","1873487","890195"
"SL20082883","SALT LAKE CITY","4","7","0","700 S 1300 E                                                                                            ","01/05/2008","EAC","215","01/05/2008","5499-8","TRAFFIC","1902128","881349"
"SL20082924","SALT LAKE CITY","6","7","0","1700 S 2300 E                                                                                            ","01/05/2008","SUG","236","01/05/2008","5499-7","TRAFFIC","1910096","874445"
"SL20082969","SALT LAKE CITY","2","7","0","500 N 900 W                                                                                             ","01/05/2008","STF","132","01/05/2008","5499-8","TRAFFIC","1884793","891576"
"SL20082988","SALT LAKE CITY","4","7","90J","500 S 600 W                                                                                             ","01/05/2008","PEF","114","01/05/2008","5707-0","INV OF PRIVACY","1887077","883597"
"SL20082987","SALT LAKE CITY","7","7","13C","1700 S 900 E                                                                                             ","01/05/2008","SUG","235","01/05/2008","1316-2","ASSAULT","1898988","874054"
"SL20082866","SALT LAKE CITY","2","7","0","1400 W NORTH TEMPLE ST                                                                                   ","01/05/2008","JOM","132","01/05/2008","5499-8","TRAFFIC","1880249","888441"
"SL20082948","SALT LAKE CITY","4","7","0","100 S REGENT ST                                                                                         ","01/05/2008","DTN","113","01/05/2008","7399-4","PUBLIC ORDER","1892206","886391"
"SL20082947","SALT LAKE CITY","3","7","90Z","300 N C ST                                                                                              ","01/05/2008","AVE","211","01/05/2008","4902-0","ESCAPE","1894840","890813"
"SL20082944","SALT LAKE CITY","3","7","90J","600 W NORTH TEMPLE ST                                                                                   ","01/05/2008","CAH","112","01/05/2008","5707-0","INV OF PRIVACY","1886886","888355"
"SL20083214","SALT LAKE CITY","1","7","0",,"01/05/2008","JOM","133","01/05/2008","7399-1","PUBLIC ORDER","1866905","891511"
"SL20083255","SALT LAKE CITY","4","7","240","1000 E 400 S                                                                                             ","01/05/2008","EAC","213","01/05/2008","2499-13","STOLEN VEHICLE","1900154","884333"
"SL20082901","SALT LAKE CITY","7","7","290","2200 S HIGHLAND DR                                                                                       ","01/05/2008","SUG","235","01/05/2008","2901-0","DAMAGED PROP","1900935","869930"
"SL20083217","SALT LAKE CITY","1","7","0","1300 W TALISMAN DR                                                                                       ","01/05/2008","ROP","131","01/05/2008","5399-28","PUBLIC PEACE","1881555","894371"
"SL20083266","SALT LAKE CITY","1","7","0","700 N 3800 W                                                                                            ","01/05/2008","JOM","133","01/05/2008","7399-1","PUBLIC ORDER","1866568","893173"
"SL20082793","SALT LAKE CITY","5","7","23F","1400 S WEST TEMPLE ST                                                                                    ","01/05/2008","PEF","231","01/05/2008","2305-0","LARCENY","1891008","876217"
"SL20083363","SALT LAKE CITY","2","7","90D",,"01/05/2008","JOM","132","01/05/2008","5404-3","TRAFFIC","1878558","890096"
"SL20083318","SALT LAKE CITY","4","7","90Z","100 S 400 W                                                                                             ","01/05/2008","DTN","112","01/05/2008","4902-0","ESCAPE","1888733","886578"
"SL20083260","SALT LAKE CITY","4","7","0","500 S 300 W                                                                                             ","01/05/2008","PEF","114","01/05/2008","5499-7","TRAFFIC","1889453","883588"
"SL20083253","SALT LAKE CITY","4","7","0","300 E 200 S                                                                                             ","01/05/2008","CEC","212","01/05/2008","7399-1","PUBLIC ORDER","1894390","886000"
"SL20083228","SALT LAKE CITY","4","7","35A","100 S 400 W                                                                                             ","01/05/2008","DTN","112","01/05/2008","3532-0","DRUGS","1888733","886578"
"SL20083197","SALT LAKE CITY","4","7","90Z","400 S 400 W                                                                                             ","01/05/2008","DTN","114","01/05/2008","4902-0","ESCAPE","1888664","884383"
"SL20083160","SALT LAKE CITY","2","7","0","600 S 800 W                                                                                             ","01/05/2008","POP","151","01/05/2008","5499-5","TRAFFIC","1885488","882426"
"SL20083148","SALT LAKE CITY","4","7","23C","300 E 200 S                                                                                             ","01/05/2008","CEC","212","01/05/2008","2303-0","LARCENY","1894829","885938"
"SL20083388","SALT LAKE CITY","1","7","0",,"01/05/2008","JOM","133","01/05/2008","7399-5","PUBLIC ORDER","1866905","891511"
"SL20083052","SALT LAKE CITY","4","7","90J","000 S 600 W                                                                                             ","01/05/2008","DTN","112","01/05/2008","5707-0","INV OF PRIVACY","1887091","887062"
"SL200856744","MAGNA",,"2","0",,"03/24/2008","11","11","03/24/2008","7399-0","PUBLIC ORDER","1826034","884694"
"SL20083406","SALT LAKE CITY","4","7","0","400 S STATE ST                                                                                          ","01/05/2008","CEC","115","01/05/2008","5499-5","TRAFFIC","1892685","883761"
"SL20083408","SALT LAKE CITY","2","7","0","1200 S 500 W                                                                                             ","01/05/2008","WSL","152","01/05/2008","5499-12","TRAFFIC","1887849","878536"
"SL20083381","SALT LAKE CITY","1","7","13B","700 N 900 W                                                                                             ","01/05/2008","ROP","131","01/05/2008","1313-0","ASSAULT","1884802","893597"
"SL20083065","SALT LAKE CITY","1","7","0","1300 N REDWOOD RD                                                                                        ","01/05/2008","WES","131","01/05/2008","7399-3","PUBLIC ORDER","1878587","898384"
"SL200842914","SOUTH JORDAN",,"4","0",,"03/05/2008","49","49","03/05/2008","5499-1","TRAFFIC","1867170","812299"
"SL20082954","SALT LAKE CITY","3","7","35A","000 N WEST TEMPLE ST                                                                                    ","01/05/2008","CAH","113","01/05/2008","3562-0","DRUGS","1891055","887929"
"SL20083366","SALT LAKE CITY","4","7","90E","100 W 200 S                                                                                             ","01/05/2008","DTN","113","01/05/2008","7399-26","PUBLIC ORDER","1890688","885954"
"SL20082743","SALT LAKE CITY","4","7","120","200 S 300 E                                                                                             ","01/05/2008","CEC","113","01/05/2008","1206-0","ROBBERY","1894219","885947"
"SL20083006","SALT LAKE CITY","4","7","0","200 E 400 S                                                                                             ","01/05/2008","CEC","115","01/05/2008","7399-1","PUBLIC ORDER","1893540","884358"
"SL20083079","SALT LAKE CITY","2","7","0","500 S JEREMY ST                                                                                         ","01/05/2008","POP","151","01/05/2008","7399-99","PUBLIC ORDER","1885156","883011"
"SL20083119","SALT LAKE CITY","4","7","13B","500 S 400 E                                                                                             ","01/05/2008","CEC","214","01/05/2008","1313-0","ASSAULT","1895062","883343"
"SL20083093","SALT LAKE CITY","5","7","13C","300 E DOWNINGTON AVE                                                                                    ","01/05/2008","LIW","234","01/05/2008","1316-3","ASSAULT","1894349","873419"
"SL20083386","SALT LAKE CITY","5","7","35B","1400 S WEST TEMPLE ST                                                                                    ","01/05/2008","PEF","231","01/05/2008","3550-0","DRUGS","1891067","876031"
"SL20083064","SALT LAKE CITY","5","7","90Z","800 E ROOSEVELT AVE                                                                                     ","01/05/2008","EAC","232","01/05/2008","4902-0","ESCAPE","1898623","876163"
"SL20083051","SALT LAKE CITY","5","7","90Z","800 E ROOSEVELT AVE                                                                                     ","01/05/2008","EAC","232","01/05/2008","4802-0","OBST POLICE","1898623","876163"
"SL20082805","SOUTH SALT LAKE",,"7","35A",,"01/05/2008","94","94","01/05/2008","3530-0","DRUGS","1885127","861211"
"SL20083099","SALT LAKE CITY","2","7","13B","1700 S 900 W                                                                                             ","01/05/2008","WSL","153","01/05/2008","1313-0","ASSAULT","1884664","874522"
"SL20083089","SALT LAKE CITY","2","7","23C","100 N 900 W                                                                                             ","01/05/2008","STF","132","01/05/2008","2303-0","LARCENY","1884782","888792"
"SL20083118","SALT LAKE CITY","4","7","0","300 E 300 S                                                                                             ","01/05/2008","CEC","212","01/05/2008","7399-40","PUBLIC ORDER","1894563","885147"
"SL20083223","SALT LAKE CITY","5","7","90Z","1900 S 200 E                                                                                             ","01/05/2008","LIW","234","01/05/2008","4902-0","ESCAPE","1893374","872621"
"SL20083176","SALT LAKE CITY","5","7","23D","2000 S 200 E                                                                                             ","01/05/2008","LIW","234","01/05/2008","2308-0","LARCENY","1893431","871962"
"SL20083339","SALT LAKE CITY","4","7","35B","600 W 200 S                                                                                             ","01/05/2008","DTN","112","01/05/2008","3550-0","DRUGS","1887093","886028"
"SL20083440","SALT LAKE CITY","5","7","90D","200 W PAXTON AVE                                                                                        ","01/05/2008","PEF","231","01/05/2008","5404-0","TRAFFIC","1890230","878178"
"SL20083462","SALT LAKE CITY","1","7","240","200 N 1000 W                                                                                            ","01/05/2008","STF","132","01/05/2008","2499-17","STOLEN VEHICLE","1883991","889182"
"SL20083450","SALT LAKE CITY","1","7","13B","700 N 900 W                                                                                             ","01/05/2008","ROP","131","01/05/2008","1313-0","ASSAULT","1884740","893189"
"SL20083410","SALT LAKE CITY","1","7","35A","300 N 1000 W                                                                                            ","01/05/2008","STF","132","01/05/2008","3562-0","DRUGS","1883994","889995"
"SL20083341","SALT LAKE CITY","6","7","0","1300 S FOOTHILL DR                                                                                       ","01/05/2008","EAB","233","01/05/2008","7399-1","PUBLIC ORDER","1909740","877101"
"SL20083299","SALT LAKE CITY","5","7","40A","1700 S MAIN ST                                                                                           ","01/05/2008","PEF","234","01/05/2008","4004-0","COMMERCIAL SEX","1891797","874487"
"SL20083452","SALT LAKE CITY","5","7","40A","1500 S MAIN ST                                                                                           ","01/05/2008","PEF","231","01/05/2008","4004-4","COMMERCIAL SEX","1891801","875477"
"SL20083392","SALT LAKE CITY","5","7","40A","1300 S STATE ST                                                                                          ","01/05/2008","PEF","231","01/05/2008","4004-0","COMMERCIAL SEX","1892599","877037"
"SL20083340","SALT LAKE CITY","2","7","0","700 S 1300 W                                                                                            ","01/05/2008","POP","151","01/05/2008","5499-8","TRAFFIC","1881599","881914"
"SL20083161","SALT LAKE CITY","4","7","0","300 E 400 S                                                                                             ","01/05/2008","CEC","214","01/05/2008","5499-8","TRAFFIC","1894254","884356"
"SL20083359","SALT LAKE CITY",,"7","290","000 2ND AVE                                                                                             ","01/05/2008","AVE","211","01/05/2008","2902-1","DAMAGED PROP","1899787","888385"
"SL20083319","SALT LAKE CITY","4","7","90Z","600 W 200 S                                                                                             ","01/05/2008","DTN","112","01/05/2008","4902-0","ESCAPE","1887093","886028"
"SL20083554","SALT LAKE CITY","4","7","23F","000 E 600 S                                                                                             ","01/05/2008","PEF","115","01/06/2008","2305-0","LARCENY","1892068","882780"
"SL20083405","SALT LAKE CITY","4","7","90G","200 S RIO GRANDE ST                                                                                     ","01/05/2008","DTN","112","01/05/2008","4104-0","LIQUOR","1888298","885767"
"SL20083448","SALT LAKE CITY","4","7","90J","300 E 600 S                                                                                             ","01/05/2008","CEC","214","01/05/2008","5707-0","INV OF PRIVACY","1894854","882830"
"SL20083447","SALT LAKE CITY","5","7","90C","1000 S 1100 E                                                                                            ","01/05/2008","EAL","232","01/05/2008","5399-12","PUBLIC PEACE","1900553","879206"
"SL20082699","SALT LAKE CITY","4","7","290","400 S 500 E                                                                                             ","01/05/2008","CEC","214","01/05/2008","2902-0","DAMAGED PROP","1895856","883946"
"SL20083458","SALT LAKE CITY","4","7","90G","300 E 300 S                                                                                             ","01/05/2008","CEC","212","01/06/2008","4104-0","LIQUOR","1894563","885147"
"SL20083441","SALT LAKE CITY","4","7","90Z","000 S RIO GRANDE ST                                                                                     ","01/05/2008","DTN","112","01/06/2008","4902-0","ESCAPE","1888237","887060"
"SL20082719","SALT LAKE CITY","4","7","0","100 W 600 S                                                                                             ","01/05/2008","PEF","115","01/05/2008","7399-5","PUBLIC ORDER","1890585","882786"
"SL20083276","SALT LAKE CITY","3","7","250","000 N 400 W                                                                                             ","01/05/2008","CAH","112","01/05/2008","2589-12","FORGERY","1888709","887977"
"SL20083061","SALT LAKE CITY","1","7","0","700 N TERMINAL NORTHBOUND DR                                                                            ","01/05/2008","WES","133","01/05/2008","7399-1","PUBLIC ORDER","1867036","893752"
"SL20083603","SALT LAKE CITY","4","7","90I","500 E 800 S                                                                                             ","01/05/2008","CEC","214","01/06/2008","5324-0","PUBLIC PEACE","1896438","881179"
"SL20083105","SALT LAKE CITY",,"7","0",,"01/05/2008","40","40","01/05/2008","7399-1","PUBLIC ORDER","1867367","893605"
"SL20083185","SALT LAKE CITY","4","7","90J","000 S RIO GRANDE ST                                                                                     ","01/05/2008","DTN","112","01/05/2008","5707-0","INV OF PRIVACY","1888237","887060"
"SL20083454","SALT LAKE CITY","4","7","13B","600 E 500 S                                                                                             ","01/05/2008","CEC","214","01/05/2008","1313-0","ASSAULT","1896651","883555"
"SL20083231","SALT LAKE CITY","7","7","0","2100 S 700 E                                                                                             ","01/05/2008","SUG","235","01/05/2008","5499-7","TRAFFIC","1897319","871514"
"SL20083168","SALT LAKE CITY","3","7","0","000 N VIRGINIA ST                                                                                       ","01/05/2008","AVE","211","01/05/2008","5499-8","TRAFFIC","1902655","888198"
"SL200813411","SOUTH SALT LAKE",,"1","280",,"01/20/2008","42","42","01/20/2008","2804-0","STOLEN PROP","1888726","862009"
"SL20083413","SALT LAKE CITY","4","7","0","400 S 700 W                                                                                             ","01/05/2008","DTN","114","01/05/2008","5499-8","TRAFFIC","1886288","884415"
"SL20083227","SALT LAKE CITY","7","7","0","1100 E 2100 S                                                                                            ","01/05/2008","SUG","236","01/05/2008","5499-8","TRAFFIC","1900574","871491"
"SL20082903","SALT LAKE CITY","5","7","0","1300 E ROOSEVELT AVE                                                                                     ","01/05/2008","WAH","233","01/05/2008","5499-8","TRAFFIC","1902161","876091"
"SL20083170","SALT LAKE CITY","4","7","90E","200 W 400 S                                                                                             ","01/05/2008","DTN","112","01/05/2008","7399-26","PUBLIC ORDER","1890159","884431"
"SL20083177","SALT LAKE CITY","4","7","90Z","400 W 300 S                                                                                             ","01/05/2008","DTN","112","01/05/2008","4902-0","ESCAPE","1888519","885170"
"SL20083201","SALT LAKE CITY","5","7","90E","1300 S STATE ST                                                                                          ","01/05/2008","PEF","231","01/05/2008","7399-26","PUBLIC ORDER","1892600","877443"
"SL20083203","SALT LAKE CITY","7","7","23D","3000 S 1000 E                                                                                            ","01/05/2008","SUG","235","01/05/2008","2308-0","LARCENY","1899647","864322"
"SL20083204","SALT LAKE CITY","4","7","0","200 S RIO GRANDE ST                                                                                     ","01/05/2008","DTN","112","01/05/2008","7399-1","PUBLIC ORDER","1888238","885862"
"SL20083153","SALT LAKE CITY","4","7","90G","400 W 300 S                                                                                             ","01/05/2008","DTN","112","01/05/2008","4104-0","LIQUOR","1888519","885170"
"SL20083265","SALT LAKE CITY","4","7","90G","300 W SOUTH TEMPLE ST                                                                                   ","01/05/2008","DTN","112","01/05/2008","4104-0","LIQUOR","1889476","887543"
"SL20083314","SALT LAKE CITY","4","7","0","100 S STATE ST                                                                                          ","01/05/2008","DTN","113","01/05/2008","7399-1","PUBLIC ORDER","1892637","886761"
"SL20083350","SALT LAKE CITY","4","7","0","000 E 400 S                                                                                             ","01/05/2008","DTN","113","01/05/2008","7399-1","PUBLIC ORDER","1891935","884424"
"SL20083379","SALT LAKE CITY","4","7","90G","300 W SOUTH TEMPLE ST                                                                                   ","01/05/2008","DTN","112","01/05/2008","4104-0","LIQUOR","1889476","887543"
"SL20083805","SALT LAKE CITY","7","7","23F","2100 S BELAIRE DR                                                                                        ","01/05/2008","EAB","236","01/06/2008","2305-0","LARCENY","1915095","871132"
"SL200843572","WEST VALLEY CITY",,"5","90Z",,"03/06/2008","43","43","03/06/2008","4902-0","ESCAPE","1860936","861713"
"SL20084062","SALT LAKE CITY","4","7","0","600 S 200 W                                                                                             ","01/05/2008","PEF","115","01/06/2008","2499-16","STOLEN VEHICLE","1890302","882675"
"SL20084157","MURRAY",,"7","290",,"01/05/2008","45","45","01/05/2008","2902-0","DAMAGED PROP","1900659","841267"
"SL20083429","SALT LAKE CITY","2","7","0","1700 S REDWOOD RD                                                                                        ","01/05/2008","WSL","154","01/05/2008","5499-7","TRAFFIC","1878520","874382"
"SL20083841","SALT LAKE CITY","4","7","23D","500 E 400 S                                                                                             ","01/05/2008","CEC","214","01/06/2008","2308-0","LARCENY","1895928","884349"
"SL20083173","SALT LAKE CITY","4","7","90Z","400 W 400 S                                                                                             ","01/05/2008","DTN","112","01/05/2008","4902-0","ESCAPE","1888682","884437"
"SL20083463","SALT LAKE CITY","2","7","0","1600 W BRIAR ROSE PL                                                                                     ","01/05/2008","WSL","153","01/05/2008","2499-16","STOLEN VEHICLE","1878964","874634"
"SL20084777","SALT LAKE CITY","1","7","23D",,"01/05/2008","JOM","133","01/08/2008","2308-0","LARCENY","1866905","891511"
"SL20084876","SOUTH SALT LAKE",,"7","90Z",,"01/05/2008","94","94","01/08/2008","4902-0","ESCAPE","1885127","861211"
"SL20084943","SALT LAKE CITY","4","7","250","700 E 300 S                                                                                             ","01/05/2008","EAC","213","01/08/2008","2501-0","FORGERY","1897677","885135"
"SL20083045","SALT LAKE CITY","4","7","0","700 S 200 E                                                                                             ","01/05/2008","CEC","115","01/05/2008","5499-8","TRAFFIC","1893410","882001"
"SL20085799","SALT LAKE CITY","4","7","13B","500 S 400 E                                                                                             ","01/05/2008","CEC","214","01/05/2008","4801-0","OBST POLICE","1895062","883343"
"SL20082785","SALT LAKE CITY","4","7","90D","300 S 300 W                                                                                             ","01/05/2008","DTN","112","01/05/2008","5404-0","TRAFFIC","1889458","884792"
"SL20086185","SALT LAKE CITY","3","7","90A","700 E 4TH AVE                                                                                           ","01/05/2008","AVE","211","01/10/2008","2606-0","FRAUD","1898578","889249"
"SL20082940","SALT LAKE CITY","7","7","0","2600 E STRINGHAM AVE                                                                                     ","01/05/2008","SUG","236","01/05/2008","5499-8","TRAFFIC","1912866","869854"
"SL20086329","SALT LAKE CITY","2","7","26B","700 W 1700 S                                                                                            ","01/05/2008","WSL","153","01/10/2008","2605-0","FRAUD","1885920","874561"
"SL20086952","SALT LAKE CITY","1","7","0","300 N 2370 W                                                                                            ","01/05/2008","JOM","133","01/05/2008","5499-84","TRAFFIC","1873485","890044"
"SL200810359","SALT LAKE CITY","1","7","240",,"01/05/2008","JOM","133","01/16/2008","2499-13","STOLEN VEHICLE","1866905","891511"
"SL200812029","SALT LAKE CITY","2","7","23D","700 W 300 N                                                                                             ","01/05/2008","STF","132","01/18/2008","2308-0","LARCENY","1886317","889992"
