"case","city","city_council","day_of_week","ibr_code","location","occ_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL2011152366","RIVERTON","SL","7","35A",,,"22","22","2011-09-10T20:05:54.000","3540-0","DRUGS","1881096","798628"
"SL2011152190","SALT LAKE CITY",,"7","23C",,,,,"2011-09-10T16:04:53.000","2303-0","LARCENY",,
"SL2011152709","SALT LAKE CITY",,"1","220",,,"A5","154","2011-09-11T09:16:49.000","2203-0","BURGLARY","1835925","871767"
"SL2011153065","SALT LAKE CITY","1","1","13B",,,"WES","133","2011-09-11T20:12:58.000","1313-0","ASSAULT","1866989","893715"
"SL2011153597","SALT LAKE CITY","1","2","240",,,"JOM","133","2011-09-12T18:56:18.000","2404-0","STOLEN VEHICLE","1877294","889003"
"SL2011153367","SALT LAKE CITY","1","2","290",,,"A3","133","2011-09-12T12:32:04.000","2901-0","DAMAGED PROP","1866905","891511"
"SL2011154173","SALT LAKE CITY","1","3","90C",,,"A3","133","2011-09-13T18:33:01.000","5311-0","PUBLIC PEACE","1866905","891511"
"SL2011154240","SALT LAKE CITY","4","3","90Z",,,"B1","212","2011-09-13T20:24:33.000","3599-99","DRUGS","1893430","885973"
"SL2011154345",,,"4","0",,,,,"2011-09-14T01:18:10.000","5499-5","TRAFFIC",,
"SL2011154903","SOUTH SALT LAKE","SL","4","40A",,,"42","42","2011-09-14T21:01:55.000","4004-0","COMMERCIAL SEX","1892507","868741"
"SL2011154955","SOUTH SALT LAKE","SL","4","90Z",,,"42","42","2011-09-14T22:58:00.000","4902-0","ESCAPE","1895650","865203"
"SL2011141422","SALT LAKE CITY","4","4","90Z",,,"B1","212","2011-08-24T22:15:19.000","3599-99","DRUGS","1893430","885973"
"SL2011155274","SALT LAKE CITY","1","5","0",,,"A3","133","2011-09-15T13:15:32.000","7399-99","PUBLIC ORDER","1866905","891511"
"SL2011155426","SALT LAKE CITY",,"5","0",,,"A5","154","2011-09-15T16:06:06.000","7399-4","PUBLIC ORDER","1852232","876372"
"SL2011155000","WEST JORDAN","SL","5","0",,,"48","48","2011-09-15T01:04:39.000","7399-99","PUBLIC ORDER","1870827","832867"
"SL2011156201","SALT LAKE CITY",,"6","13B",,,"B5","236","2011-09-16T18:02:31.000","1313-0","ASSAULT","1902716","863107"
"SL2011156624","SALT LAKE CITY","1","7","90I",,,"A3","131","2011-09-17T11:16:18.000","5324-0","PUBLIC PEACE","1879166","893759"
"SL2011157730","SALT LAKE CITY","SL","2","0",,,"40","40","2011-09-19T05:04:51.000","5499-5","TRAFFIC","1869739","890270"
"SL2011157982","SALT LAKE CITY","1","2","0",,,"A3","133","2011-09-19T14:00:11.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011158166","SALT LAKE CITY","4","2","90Z",,,"DTN","112","2011-09-19T18:17:16.000","4902-0","ESCAPE","1888250","886781"
"SL2011158342","SALT LAKE CITY","1","2","0",,,"A3","133","2011-09-20T00:33:06.000","5499-5","TRAFFIC","1866905","891511"
"SL2011157774","SALT LAKE CITY",,"2","90J",,,,,"2011-09-19T07:54:35.000","5707-0","INV OF PRIVACY",,
"SL2011158616",,,"3","90C",,,,,"2011-09-20T13:10:47.000","5399-12","PUBLIC PEACE",,
"SL2011158738","SALT LAKE CITY","1","3","290",,,"A3","133","2011-09-20T16:33:13.000","2901-0","DAMAGED PROP","1866905","891511"
"SL2011158728","SALT LAKE CITY","L","3","23F",,,"OAH","233","2011-09-20T16:13:22.000","2305-0","LARCENY","1913971","880529"
"SL2011159061","SOUTH SALT LAKE","SL","4","90Z",,,"42","42","2011-09-21T08:20:33.000","5007-0","OBST JUDICIAL","1897225","865426"
"SL2011159664","SALT LAKE CITY","1","5","0",,,"A3","133","2011-09-22T08:06:21.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011159904","SALT LAKE CITY","1","5","90Z",,,"A3","133","2011-09-22T16:22:11.000","4902-0","ESCAPE","1866905","891511"
"SL2011160448",,,"6","35A",,,,,"2011-09-23T11:32:55.000","3562-0","DRUGS",,
"SL2011160642","SALT LAKE CITY","1","6","290",,,"A3","133","2011-09-23T16:43:57.000","2901-0","DAMAGED PROP","1866905","891511"
"SL2011160234","WEST VALLEY CITY","SL","6","0",,,"43","43","2011-09-23T00:20:24.000","7399-99","PUBLIC ORDER","1881491","861567"
"SL2011160950",,,"7","0",,,,,"2011-09-24T00:12:45.000","5499-6","TRAFFIC",,
"SL2011161134","SALT LAKE CITY",,"7","0",,,"B5","235","2011-09-24T09:37:52.000","5499-7","TRAFFIC","1902052","862356"
"SL2011161041",,,"7","35A",,,,,"2011-09-24T03:13:30.000","3562-0","DRUGS",,
"SL2011161072","SALT LAKE CITY","1","7","90Z",,,"A3","133","2011-09-24T05:48:47.000","4802-0","OBST POLICE","1866905","891511"
"SL2011161386","MIDVALE","SL","7","0",,,"47","47","2011-09-24T17:26:39.000","7399-17","PUBLIC ORDER","1890575","832947"
"SL2011162156","SALT LAKE CITY","1","1","23H",,,"A3","133","2011-09-25T20:32:09.000","2399-0","LARCENY","1865746","891599"
"SL2011800971","EAST MILLCREEK","SL","1","26B",,,"04","04",,"2605-0","FRAUD","1914360","861472"
"SL2011162460","SALT LAKE CITY","1","2","0",,,"A3","133","2011-09-26T12:45:30.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011162658","SOUTH SALT LAKE","SL","2","0",,,"42","42","2011-09-26T17:52:22.000","5499-12","TRAFFIC","1892560","870281"
"SL2011162575","SALT LAKE CITY",,"2","0",,,"B5","236","2011-09-26T15:38:47.000","5499-7","TRAFFIC","1902716","863107"
"SL2011162550","SALT LAKE CITY","7","2","23D",,,"B5","235","2011-09-26T15:02:49.000","2308-0","LARCENY","1901256","862221"
"SL2011160085","MAGNA","SL","3","90Z",,,"11","11","2011-09-22T20:36:34.000","3599-99","DRUGS","1826034","884694"
"SL2011163649","SALT LAKE CITY","1","4","0",,,"A3","133","2011-09-28T12:12:33.000","7399-1","PUBLIC ORDER","1865746","891599"
"SL2011163719","SALT LAKE CITY","1","4","290",,,"A3","133","2011-09-28T13:59:56.000","2901-0","DAMAGED PROP","1865746","891599"
"SL2011163838","SALT LAKE CITY","2","4","0",,,"124","Z2","2011-09-28T17:18:30.000","5499-8","TRAFFIC","1869348","879106"
"SL2011164120",,,"5","90C",,,,,"2011-09-29T07:15:58.000","7299-3","MORALS-DECENCY",,
"SL2011164296","SALT LAKE CITY",,"5","0",,,,,"2011-09-29T12:53:59.000","7399-99","PUBLIC ORDER",,
"SL2011164298","SALT LAKE CITY",,"5","290",,,"A5","154","2011-09-29T13:02:11.000","2901-0","DAMAGED PROP","1858445","874648"
"SL2011164835","SALT LAKE CITY","1","6","0",,,"A3","133","2011-09-30T07:16:42.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011165619","SALT LAKE CITY","1","7","0",,,"A3","133","2011-10-01T09:35:39.000","7399-99","PUBLIC ORDER","1866905","891511"
"SL2011165601","SALT LAKE CITY","1","7","0",,,"A3","133","2011-10-01T08:53:57.000","5499-6","TRAFFIC","1866905","891511"
"SL2011165701","SALT LAKE CITY","1","7","23B",,,"ROP","131","2011-10-01T12:52:11.000","2302-0","LARCENY","1884271","895515"
"SL2011166102","WEST VALLEY CITY","SL","7","35A",,,"43","43","2011-10-01T22:51:58.000","3562-0","DRUGS","1870532","867008"
"SL2011166422","SALT LAKE CITY","1","1","0",,,"A3","133","2011-10-02T14:17:34.000","5499-84","TRAFFIC","1866905","891511"
"SL2011166614","SALT LAKE CITY","1","1","90Z",,,"A3","133","2011-10-02T20:24:33.000","4902-0","ESCAPE","1866905","891511"
"SL2011166963","SALT LAKE CITY","1","2","290",,,"A3","133","2011-10-03T12:22:44.000","2901-0","DAMAGED PROP","1866905","891511"
"SL2011167445",,,"3","0",,,,,"2011-10-04T08:31:37.000","5499-6","TRAFFIC",,
"SL2011167654","SALT LAKE CITY","1","3","0",,,"JOM","133","2011-10-04T14:26:09.000","7399-99","PUBLIC ORDER","1866905","891511"
"SL2011168158","SALT LAKE CITY","1","4","23H",,,"A3","133","2011-10-05T11:03:15.000","2399-0","LARCENY","1865746","891599"
"SL2011168686","SALT LAKE CITY","4","4","39B",,,"CEC","212","2011-10-06T10:13:14.000","3904-0","GAMBLING","1894390","886000"
"SL2011168786","SALT LAKE CITY","1","5","0",,,"113","Z1","2011-10-06T13:38:57.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011801003","SALT LAKE CITY","4","5","23F","500 W 900 S                                                                                             ",,"PEF","114",,"2305-0","LARCENY","1887875","880476"
"SL2011169403",,,"6","0",,,,"INV","2011-10-07T13:36:07.000","5499-1","TRAFFIC",,
"SL2011169643","MIDVALE","SL","6","40A",,,"47","47","2011-10-07T19:54:49.000","4004-3","COMMERCIAL SEX","1888941","833518"
"SL2011169921","TOOELE",,"7","0",,,,,"2011-10-08T09:28:56.000","5499-2","TRAFFIC",,
"SL2011170076","SOUTH SALT LAKE","SL","7","0",,,"42","42","2011-10-08T15:45:59.000","5399-28","PUBLIC PEACE","1892539","871069"
"SL2011170156","SOUTH SALT LAKE","SL","7","35A",,,"42","42","2011-10-08T17:24:11.000","3572-0","DRUGS","1884331","860900"
"SL2011170182","SALT LAKE CITY","1","7","23H",,,"STF","132","2011-10-08T18:05:02.000","2399-0","LARCENY","1879540","892417"
"SL2011173182","SALT LAKE CITY",,"7","0",,,,,"2011-10-13T22:10:55.000","7399-99","PUBLIC ORDER",,
"SL2011170521",,,"1","0",,,,,"2011-10-09T05:43:59.000","5499-5","TRAFFIC",,
"SL2011171053","SALT LAKE CITY","7","2","0",,,"SUG","236","2011-10-10T10:56:21.000","5399-26","PUBLIC PEACE","1905397","871097"
"SL2011171415","SALT LAKE CITY","1","2","0",,,"113","Z1","2011-10-10T23:54:06.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011175109","SALT LAKE CITY",,"2","90Z",,,,,"2011-10-17T10:57:34.000","5006-0","OBST JUDICIAL",,
"SL2011171969","SALT LAKE CITY","1","3","90Z",,,"113","Z1","2011-10-11T22:22:01.000","4902-0","ESCAPE","1866905","891511"
"SL2011172498","SALT LAKE CITY","1","3","23H",,,"113","Z1","2011-10-12T20:00:18.000","2399-0","LARCENY","1866905","891511"
"SL2011171802","SALT LAKE CITY","7","3","23H",,,"163","Z6","2011-10-11T16:59:13.000","2310-0","LARCENY","1908531","869123"
"SL2011172063","SALT LAKE CITY","1","4","290",,,"JOM","133","2011-10-12T06:00:04.000","2901-0","DAMAGED PROP","1866905","891511"
"SL2011172376","SALT LAKE CITY","1","4","0",,,"113","Z1","2011-10-12T15:59:36.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011172314",,,"4","0",,,,,"2011-10-12T14:11:38.000","5399-28","PUBLIC PEACE",,
"SL201139882",,,"5","0",,,,,"2011-03-10T11:17:55.000","5399-28","PUBLIC PEACE",,
"SL201140181","SALT LAKE CITY","1","5","290",,,"A3","131","2011-03-10T19:24:49.000","2902-1","DAMAGED PROP","1876116","898130"
"SL201140269",,,"5","0",,,,,"2011-03-10T21:27:25.000","5399-30","PUBLIC PEACE",,
"SL201139750","SALT LAKE CITY","2","5","0",,,"A5","154","2011-03-10T07:28:53.000","5499-8","TRAFFIC","1878555","884444"
"SL2011207683","SALT LAKE CITY","1","4","90Z",,,"113","Z1","2011-12-14T11:55:51.000","4902-0","ESCAPE","1866905","891511"
"SL201140762","SALT LAKE CITY","1","6","0",,,"A3","133","2011-03-11T16:21:02.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL201141636","SALT LAKE CITY","7","7","0",,,"SUG","236","2011-03-12T23:55:05.000","5399-28","PUBLIC PEACE","1909827","868563"
"SL201143947","MIDVALE","SL","7","0",,,"47","47","2011-03-17T08:33:48.000","7399-7","PUBLIC ORDER","1888761","827191"
"SL201141626","SALT LAKE CITY","6","1","0",,,"EAB","233","2011-03-12T23:29:14.000","5499-7","TRAFFIC","1910112","876646"
"SL201141788",,,"1","0",,,,,"2011-03-13T10:36:07.000","5499-6","TRAFFIC",,
"SL201141889",,,"1","0",,,,,"2011-03-13T14:41:13.000","5499-12","TRAFFIC",,
"SL201142370","SOUTH SALT LAKE","SL","2","35B",,,"42","42","2011-03-14T12:45:50.000","3550-0","DRUGS","1884331","860900"
"SL201143231","SALT LAKE CITY","1","3","0",,,"A3","133","2011-03-15T22:11:12.000","5499-8","TRAFFIC","1866905","891511"
"SL201143862","SALT LAKE COUNTY","SL","4","90Z",,,"COU","11","2011-03-17T01:16:38.000","4902-0","ESCAPE","1833856","863297"
"SL2011800248",,,"4","23F",,,,,,"2305-0","LARCENY",,
"SL2011188333",,,"4","0",,,,,"2011-11-09T09:48:39.000","5499-6","TRAFFIC",,
"SL201135359","SALT LAKE CITY","4","5","520",,,"B1","212","2011-03-02T17:14:13.000","5203-0","WEAPON OFFENSE","1893430","885973"
"SL201144589","SOUTH SALT LAKE",,"6","0",,,,,"2011-03-18T03:46:00.000","7399-99","PUBLIC ORDER",,
"SL201145403",,,"7","0",,,,,"2011-03-19T14:15:47.000","5499-6","TRAFFIC",,
"SL2011208077","SALT LAKE CITY",,"4","90Z",,,,,"2011-12-14T23:56:18.000","4902-0","ESCAPE",,
"SL201146488","SALT LAKE CITY","1","2","0",,,"A3","133","2011-03-21T14:09:51.000","5499-5","TRAFFIC","1865746","891599"
"SL201146577","SALT LAKE CITY",,"2","0",,,,,"2011-03-21T16:49:08.000","7399-6","PUBLIC ORDER",,
"SL201146731","SALT LAKE CITY","4","2","90Z",,,"B1","212","2011-03-21T22:59:34.000","3599-99","DRUGS","1893430","885973"
"SL201147327","SALT LAKE CITY","1","4","290",,,"A3","133","2011-03-23T03:05:00.000","2901-0","DAMAGED PROP","1866905","891511"
"SL201147556",,,"4","0",,,,,"2011-03-23T13:48:26.000","5499-12","TRAFFIC",,
"SL201147858","WEST VALLEY CITY","SL","4","90Z",,,"43","43","2011-03-23T21:46:29.000","4902-0","ESCAPE","1867876","863433"
"SL201148559",,,"5","220",,,,,"2011-03-25T05:57:58.000","2203-0","BURGLARY",,
"SL201148988","SALT LAKE CITY","1","6","0",,,"A3","133","2011-03-25T19:46:53.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL201176240","SALT LAKE CITY",,"6","90Z",,,"B5","235","2011-05-13T00:54:19.000","5401-0","TRAFFIC","1901256","862221"
"SL2011800281",,,"7","23F",,,,,,"2305-0","LARCENY",,
"SL201150160","SALT LAKE CITY","1","1","0",,,"A3","133","2011-03-27T23:39:55.000","5499-6","TRAFFIC","1865746","891599"
"SL2011208122","SALT LAKE CITY","1","5","0",,,"113","Z1","2011-12-15T04:49:19.000","5499-84","TRAFFIC","1866905","891511"
"SL2011208406",,,"5","100",,,,,"2011-12-15T15:49:10.000","1005-0","KIDNAP",,
"SL201150699","SALT LAKE CITY","2","2","220",,,"WSL","154","2011-03-28T23:15:24.000","2203-0","BURGLARY","1871502","879042"
"SL201150706",,,"3","35A",,,,,"2011-03-28T23:46:18.000","3572-0","DRUGS",,
"SL201151086",,,"3","35A",,,,,"2011-03-29T16:31:19.000","3562-0","DRUGS",,
"SL2011209210","SALT LAKE CITY",,"6","0",,,,"INV","2011-12-16T20:38:56.000","5499-7","TRAFFIC",,
"SL201151128","SALT LAKE CITY","6","3","0",,,"B3","233","2011-03-29T17:37:29.000","5499-8","TRAFFIC","1909760","876964"
"SL201151796","SALT LAKE CITY","1","4","0",,,"A3","133","2011-03-30T21:15:32.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011209130",,,"6","0",,,,,"2011-12-16T18:01:36.000","5399-23","PUBLIC PEACE",,
"SL201153360","SALT LAKE COUNTY",,"6","290",,,"COU","07","2011-04-02T10:28:36.000","2999-1","DAMAGED PROP","1901429","851867"
"SL201153297",,,"7","90Z",,,,,"2011-04-02T07:57:18.000","4902-0","ESCAPE",,
"SL201154232","SALT LAKE CITY","1","1","0",,,"A3","133","2011-04-03T22:01:25.000","5499-7","TRAFFIC","1866905","891511"
"SL201157283","SALT LAKE CITY",,"6","90Z",,,,,"2011-04-09T03:23:47.000","4902-0","ESCAPE",,
"SL201158359","SALT LAKE CITY","1","2","90Z",,,"JOM","133","2011-04-11T10:32:16.000","4902-0","ESCAPE","1866905","891511"
"SL2011801125",,,"4","23F",,,,,,"2305-0","LARCENY",,
"SL201158787",,,"3","90D",,,,,"2011-04-12T00:30:33.000","5404-0","TRAFFIC",,
"SL201158969","SALT LAKE CITY","F","3","35A",,,"WES","131","2011-04-12T10:41:16.000","3562-0","DRUGS","1877358","895993"
"SL201159931",,,"4","0",,,,,"2011-04-13T21:14:21.000","5499-84","TRAFFIC",,
"SL201178515","SALT LAKE COUNTY",,"2","90Z",,,"COU","06","2011-05-16T23:25:41.000","4902-0","ESCAPE","1906203","847221"
"SL20112072","SALT LAKE CITY","4","4","90Z",,,"B1","212","2011-01-04T18:58:01.000","3599-99","DRUGS","1893430","885973"
"SL201178594","SALT LAKE CITY","1","3","290",,,"A3","133","2011-05-17T08:01:47.000","2903-0","DAMAGED PROP","1866905","891511"
"SL20113689","SALT LAKE CITY","1","6","23H",,,"A3","133","2011-01-07T15:55:02.000","2399-0","LARCENY","1866905","891511"
"SL201178917","SALT LAKE COUNTY","SL","3","0",,,"COU","07","2011-05-17T17:35:46.000","5499-7","TRAFFIC","1902326","863494"
"SL201183332","WEST VALLEY CITY","SL","3","35A",,,"43","43","2011-05-25T11:04:02.000","3510-0","DRUGS","1847962","861892"
"SL201179220","SALT LAKE CITY","SL","4","90Z",,,"40","40","2011-05-18T09:41:33.000","4902-0","ESCAPE","1869739","890270"
"SL201179676",,,"5","0",,,,,"2011-05-19T00:34:37.000","5499-6","TRAFFIC",,
"SL201179820",,,"5","0",,,,,"2011-05-19T10:53:15.000","7399-99","PUBLIC ORDER",,
"SL201180257","SALT LAKE CITY","2","6","90D",,,"POP","151","2011-05-20T02:15:03.000","5404-0","TRAFFIC","1883924","881260"
"SL201181575",,,"1","0",,,,"INV","2011-05-22T01:29:07.000","5499-1","TRAFFIC",,
"SL201181937","MIDVALE","SL","1","40A",,,"47","47","2011-05-22T18:57:51.000","4004-3","COMMERCIAL SEX","1888834","833496"
"SL201135348","SALT LAKE CITY","4","4","90Z",,,"B1","212","2011-03-02T17:12:42.000","3599-99","DRUGS","1893430","885973"
"SL201182723","SALT LAKE CITY","1","3","0",,,"A3","133","2011-05-24T10:04:39.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL201183148",,,"3","0",,,,,"2011-05-25T00:17:34.000","5499-6","TRAFFIC",,
"SL20118319","SALT LAKE CITY","2","7","23F",,,"WSL","154","2011-01-15T15:55:08.000","2305-0","LARCENY","1869703","879105"
"SL201183458","WEST MILLCREEK","SL","4","39B",,,"07","07","2011-05-25T15:09:23.000","3999-0","GAMBLING","1896919","853782"
"SL201183404","SALT LAKE CITY",,"4","13C",,,,,"2011-05-25T13:31:25.000","1316-15","ASSAULT",,
"SL2011184588","SALT LAKE CITY",,"4","23F",,,,,"2011-11-02T13:53:03.000","2305-0","LARCENY",,
"SL2011185977","SALT LAKE CITY","1","6","0",,,"113","Z1","2011-11-04T19:53:18.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL201184088","SALT LAKE CITY","1","5","290",,,"A3","133","2011-05-26T16:32:05.000","2999-0","DAMAGED PROP","1866905","891511"
"SL201184159","SALT LAKE CITY",,"5","26B",,,,,"2011-05-26T18:44:22.000","2605-0","FRAUD",,
"SL201183981","COTTONWOOD HEIGHTS","SL","5","0",,,"25","25","2011-05-26T13:59:09.000","7399-3","PUBLIC ORDER","1910959","830288"
"SL201181473","MAGNA","SL","6","0",,,"11","11","2011-05-21T23:08:33.000","7399-0","PUBLIC ORDER","1826238","886531"
"SL201185007","SALT LAKE CITY","1","7","290",,,"A3","133","2011-05-28T03:56:19.000","2901-0","DAMAGED PROP","1866905","891511"
"SL201186108","SALT LAKE CITY","1","2","23H",,,"A3","133","2011-05-30T12:47:13.000","2399-0","LARCENY","1866905","891511"
"SL2011800470",,,"2","23F",,,,,,"2305-0","LARCENY",,
"SL201186598",,,"3","23F",,,,,"2011-05-31T12:51:13.000","2305-0","LARCENY",,
"SL201187013",,,"4","90Z",,,,,"2011-06-01T06:01:46.000","4902-0","ESCAPE",,
"SL201187840","SALT LAKE CITY","1","5","0",,,"A3","133","2011-06-02T13:36:08.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL201188107",,,"5","0",,,,,"2011-06-02T21:08:00.000","7399-3","PUBLIC ORDER",,
"SL201188091",,,"5","23H",,,,,"2011-06-02T20:41:19.000","2399-0","LARCENY",,
"SL201188626","SALT LAKE CITY","1","6","520",,,"A3","133","2011-06-03T18:35:08.000","5202-0","WEAPON OFFENSE","1866905","891511"
"SL201189578",,,"1","90Z",,,,,"2011-06-05T05:10:38.000","4899-0","OBST POLICE",,
"SL201190168","SALT LAKE CITY",,"1","290",,,,,"2011-06-06T10:07:50.000","2902-1","DAMAGED PROP",,
"SL201190676",,,"3","23F",,,,,"2011-06-07T05:34:27.000","2305-0","LARCENY",,
"SL201192618",,,"3","220",,,,,"2011-06-10T11:01:56.000","2202-0","BURGLARY",,
"SL201191821","SALT LAKE CITY","1","5","0",,,"A3","133","2011-06-09T00:43:38.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL201192641",,,"6","0",,,,,"2011-06-10T12:10:52.000","7399-5","PUBLIC ORDER",,
"SL201192872","SALT LAKE CITY",,"6","13B",,,"B1","211","2011-06-10T18:42:51.000","1313-0","ASSAULT","1894840","890813"
"SL2011800522",,,"7","23F",,,,,,"2305-0","LARCENY",,
"SL201193827",,,"1","90D",,,,,"2011-06-12T03:05:15.000","5404-0","TRAFFIC",,
"SL201194315","SALT LAKE CITY","1","2","290",,,"A3","133","2011-06-13T01:05:10.000","2901-0","DAMAGED PROP","1866905","891511"
"SL201194835","SALT LAKE CITY",,"2","90Z",,,,,"2011-06-13T23:11:31.000","4902-0","ESCAPE",,
"SL201195676","SALT LAKE CITY",,"2","23H",,,,,"2011-06-15T12:43:26.000","2309-0","LARCENY",,
"SL201195044",,,"3","90Z",,,,,"2011-06-14T10:32:53.000","4902-0","ESCAPE",,
"SL201195864","SALT LAKE CITY",,"4","220",,,,,"2011-06-15T18:21:16.000","2204-0","BURGLARY",,
"SL201198300","SALT LAKE CITY","1","4","0",,,"A3","133","2011-06-19T16:55:07.000","7399-99","PUBLIC ORDER","1866905","891511"
"SL201197503","SALT LAKE CITY",,"7","0",,,"B5","236","2011-06-18T10:43:04.000","5499-7","TRAFFIC","1902716","863107"
"SL201198391","SALT LAKE CITY",,"1","90Z",,,,,"2011-06-19T20:48:15.000","5401-0","TRAFFIC",,
"SL201198949",,,"2","0",,,,,"2011-06-20T21:24:36.000","5399-30","PUBLIC PEACE",,
"SL201199652","SALT LAKE CITY",,"4","13B",,,,"INV","2011-06-22T05:06:05.000","1313-0","ASSAULT",,
"SL201199983",,,"4","0",,,,,"2011-06-22T17:17:12.000","5499-6","TRAFFIC",,
"SL2011100330",,,"5","0",,,,,"2011-06-23T06:10:26.000","5499-6","TRAFFIC",,
"SL2011101056",,,"6","0",,,,,"2011-06-24T10:40:17.000","5499-6","TRAFFIC",,
"SL2011101543","WEST VALLEY CITY","SL","6","0",,,"43","43","2011-06-24T23:28:02.000","7399-99","PUBLIC ORDER","1877228","862339"
"SL2011101622","SALT LAKE CITY","1","7","90D",,,"WES","133","2011-06-25T02:06:20.000","5404-0","TRAFFIC","1867036","893752"
"SL2011192746","TAYLORSVILLE","SL","5","90Z",,,"13","13","2011-11-17T02:55:15.000","4902-0","ESCAPE","1875140","855208"
"SL2011102853","SALT LAKE CITY","1","2","0",,,"A3","133","2011-06-27T09:31:02.000","7399-1","PUBLIC ORDER","1865746","891599"
"SL2011800570","SALT LAKE CITY","1","2","23G",,,"JOM","133",,"2304-0","LARCENY","1877295","889038"
"SL2011103312","DRAPER","SL","2","0",,,"DRA","53","2011-06-27T23:06:19.000","5499-8","TRAFFIC","1899663","788186"
"SL2011103341",,,"3","35A",,,,,"2011-06-28T00:16:04.000","3542-0","DRUGS",,
"SL2011104541","SALT LAKE CITY","4","5","90Z",,,"B1","212","2011-06-29T18:57:32.000","3599-99","DRUGS","1893430","885973"
"SL2011104533","SALT LAKE CITY","4","5","90Z",,,"B1","212","2011-06-29T18:56:20.000","3599-99","DRUGS","1893430","885973"
"SL2011106624",,,"7","90G",,,,,"2011-07-02T22:08:11.000","4104-0","LIQUOR",,
"SL20125886","SALT LAKE CITY","4","7","100",,,"143","Z4","2012-01-11T18:02:28.000","1006-0","KIDNAP","1898782","887506"
"SL2011108405",,,"3","0",,,,,"2011-07-05T10:48:55.000","5399-28","PUBLIC PEACE",,
"SL2011196092",,,"3","0",,,,,"2011-11-23T00:40:15.000","5399-28","PUBLIC PEACE",,
"SL2011109083","SALT LAKE CITY","1","4","0",,,"JOM","133","2011-07-06T11:05:20.000","7399-1","PUBLIC ORDER","1865746","891599"
"SL2011109763","SALT LAKE CITY","1","4","290",,,"A3","133","2011-07-07T12:11:10.000","2999-0","DAMAGED PROP","1866905","891511"
"SL2011110163",,,"5","0",,,,,"2011-07-07T23:46:05.000","5499-6","TRAFFIC",,
"SL2011110767",,,"6","0",,,,,"2011-07-08T21:58:20.000","5499-12","TRAFFIC",,
"SL2011111410","SALT LAKE CITY","1","7","0",,,"A3","133","2011-07-09T20:22:52.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011112258",,,"7","23H",,,"40","40","2011-07-11T10:13:53.000","2404-64","STOLEN VEHICLE","1868103","875692"
"SL2011111775","SALT LAKE CITY","1","1","0",,,"A3","133","2011-07-10T11:41:20.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL2011112542","SALT LAKE CITY",,"1","220",,,,,"2011-07-11T17:57:02.000","2204-0","BURGLARY",,
"SL2011112685","SALT LAKE CITY",,"2","0",,,,,"2011-07-11T22:47:14.000","5399-28","PUBLIC PEACE",,
"SL2011113044","SALT LAKE CITY","1","3","0",,,"A3","133","2011-07-12T16:10:18.000","7399-1","PUBLIC ORDER","1866905","891511"
