"cases","city","city_council","day_of_week","ibr_code","location","occur_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL20091296","SALT LAKE CITY","4","7","23F","100 W 300 S                                                                                             ","01/03/2009","DTN","113","01/03/2009","2305-0","LARCENY","1890719","885161"
"SL20091297","SALT LAKE CITY","6","7","90Z","2000 S VIEW ST                                                                                           ","01/03/2009","SUG","236","01/03/2009","4902-0","ESCAPE","1902490","872035"
"SL20091301","SALT LAKE CITY","4","7","23F","500 S WEST TEMPLE ST                                                                                    ","01/03/2009","PEF","115","01/03/2009","2305-0","LARCENY","1891038","883582"
"SL20091303","SALT LAKE CITY","5","7","23F","200 W 1300 S                                                                                            ","01/03/2009","PEF","231","01/03/2009","2305-0","LARCENY","1890094","877495"
"SL20091311","SALT LAKE CITY","5","7","290","1400 S WEST TEMPLE ST                                                                                    ","01/03/2009","PEF","231","01/03/2009","2902-0","DAMAGED PROP","1891008","876217"
"SL20091321","SALT LAKE CITY","4","7","13B","500 S 200 E                                                                                             ","01/03/2009","CEC","115","01/03/2009","1313-0","ASSAULT","1893475","883156"
"SL20091324","SALT LAKE CITY","5","7","0","1200 S 900 E                                                                                             ","01/03/2009","EAL","232","01/03/2009","7399-3","PUBLIC ORDER","1898943","877850"
"SL20091326","SALT LAKE CITY","4","7","23F","800 E 600 S                                                                                             ","01/03/2009","EAC","215","01/03/2009","2305-0","LARCENY","1898537","882816"
"SL20091330","SALT LAKE CITY","4","7","23F","800 E 600 S                                                                                             ","01/03/2009","EAC","215","01/03/2009","2305-0","LARCENY","1898537","882816"
"SL20091315","SALT LAKE CITY","4","7","90Z","1000 E 500 S                                                                                             ","01/03/2009","EAC","215","01/03/2009","5401-0","TRAFFIC","1900191","883542"
"SL20091854","SALT LAKE CITY","4","7","290","200 S MAIN ST                                                                                           ","01/03/2009","DTN","113","01/03/2009","2901-0","DAMAGED PROP","1891900","885956"
"SL20091435","SALT LAKE CITY","1","7","0","3700 W TERMINAL WESTBOUND DR                                                                             ","01/03/2009","WES","133","01/03/2009","7399-4","PUBLIC ORDER","1866562","893915"
"SL20091426","SALT LAKE CITY","7","7","0","2000 S 700 E                                                                                             ","01/03/2009","SUG","235","01/03/2009","5499-12","TRAFFIC","1897380","871652"
"SL20091393","SALT LAKE CITY","5","7","220","1500 S 800 E                                                                                             ","01/03/2009","EAC","232","01/03/2009","2204-0","BURGLARY","1898199","875114"
"SL20091464","SALT LAKE CITY","4","7","0","500 E 800 S                                                                                             ","01/03/2009","CEC","214","01/03/2009","5499-12","TRAFFIC","1895825","881181"
"SL20091470","SALT LAKE CITY","3","7","240","200 N MAIN ST                                                                                           ","01/03/2009","CAH","111","01/03/2009","2499-17","STOLEN VEHICLE","1891853","889455"
"SL20091477","SALT LAKE CITY",,"7","0",,"01/03/2009","40","40","01/03/2009","7399-5","PUBLIC ORDER","1867367","893605"
"SL20091463","SALT LAKE CITY","5","7","90Z","1000 S WEST TEMPLE ST                                                                                    ","01/03/2009","PEF","231","01/03/2009","5309-0","PUBLIC PEACE","1891078","878745"
"SL20091406","SALT LAKE CITY","5","7","23C","300 W HOPE AVE                                                                                          ","01/03/2009","PEF","231","01/03/2009","2303-0","LARCENY","1889051","876511"
"SL20091429","SALT LAKE CITY","5","7","35A","300 W HOPE AVE                                                                                          ","01/03/2009","PEF","231","01/03/2009","3532-0","DRUGS","1889051","876511"
"SL20091449","SALT LAKE CITY","5","7","90Z","1400 S WEST TEMPLE ST                                                                                    ","01/03/2009","PEF","231","01/03/2009","5401-0","TRAFFIC","1891008","876217"
"SL20091513","SALT LAKE CITY","4","7","0","500 W 200 S                                                                                             ","01/03/2009","DTN","112","01/03/2009","5399-28","PUBLIC PEACE","1887242","885968"
"SL2009193233","SALT LAKE CITY","2","5","290",,"10/29/2009","PEF","112","10/29/2009","2999-1","DAMAGED PROP","1888267","865698"
"SL20091519","SALT LAKE CITY","1","7","0","3700 W TERMINAL WESTBOUND DR                                                                             ","01/03/2009","WES","133","01/03/2009","7399-1","PUBLIC ORDER","1866562","893915"
"SL20091528","SALT LAKE CITY","5","7","35A","300 E 1300 S                                                                                            ","01/03/2009","LIW","232","01/03/2009","3562-0","DRUGS","1894242","877421"
"SL20091545","SALT LAKE CITY","4","7","13B","200 E 400 S                                                                                             ","01/03/2009","CEC","115","01/03/2009","1313-0","ASSAULT","1893540","884358"
"SL20091266","SALT LAKE CITY","4","7","40A","200 S WEST TEMPLE ST                                                                                    ","01/03/2009","DTN","113","01/03/2009","4004-0","COMMERCIAL SEX","1891105","885480"
"SL20091546","SALT LAKE CITY","7","7","0","2000 S 1000 E                                                                                            ","01/03/2009","SUG","235","01/03/2009","5499-2","TRAFFIC","1899774","871581"
"SL20091587","SALT LAKE CITY","1","7","0","1000 W PROSPERITY AVE                                                                                    ","01/03/2009","ROP","131","01/03/2009","5499-12","TRAFFIC","1883549","893638"
"SL20091622","SALT LAKE CITY",,"7","0",,"01/03/2009","42","42","01/03/2009","5499-6","TRAFFIC","1897212","864798"
"SL20091585","SALT LAKE CITY",,"7","0",,"01/03/2009","40","40","01/03/2009","7399-1","PUBLIC ORDER","1867367","893605"
"SL20091613","SALT LAKE CITY","1","7","240","1600 W 1000 N                                                                                            ","01/03/2009","ROP","131","01/03/2009","2499-13","STOLEN VEHICLE","1878822","895568"
"SL20091648","SALT LAKE CITY","7","7","0","2400 S 1300 E                                                                                            ","01/03/2009","SUG","236","01/03/2009","5499-6","TRAFFIC","1902121","869101"
"SL20091582","SALT LAKE CITY",,"7","0",,"01/03/2009","40","40","01/03/2009","5399-28","PUBLIC PEACE","1867367","893605"
"SL20091635","SALT LAKE CITY","4","7","90Z","400 S WEST TEMPLE ST                                                                                    ","01/03/2009","DTN","115","01/03/2009","5401-0","TRAFFIC","1891041","884374"
"SL20091619","SALT LAKE CITY","7","7","90Z","2700 S HIGHLAND DR                                                                                       ","01/03/2009","SUG","235","01/03/2009","5401-0","TRAFFIC","1901653","866854"
"SL20091576","SALT LAKE CITY","7","7","0","2400 S 900 E                                                                                             ","01/03/2009","SUG","235","01/03/2009","5399-18","PUBLIC PEACE","1898897","868904"
