"case","city","city_council","day_of_week","ibr_code","location","occur_date","police_gird","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL20072891","SALT LAKE CITY","1","6","23H","900 W NORTH TEMPLE ST                                                                                   ","01/05/2007","STF","132","01/05/2007","2399-19","LARCENY","1884567","888424"
"SL20072866","SALT LAKE CITY","4","6","0","200 S RIO GRANDE ST                                                                                     ","01/05/2007","DTN","112","01/05/2007","5399-28","PUBLIC PEACE","1888297","885699"
"SL20073020","SALT LAKE CITY","6","6","23F","2300 E 2100 S                                                                                            ","01/05/2007","SUG","236","01/05/2007","2305-0","LARCENY","1910407","871644"
"SL20072904","SALT LAKE CITY","4","6","520","300 E SOUTH TEMPLE ST                                                                                   ","01/05/2007","CEC","212","01/05/2007","5202-0","WEAPON OFFENSE","1894467","887523"
"SL20072913","SALT LAKE CITY","4","6","40A","100 W 600 S                                                                                             ","01/05/2007","PEF","115","01/05/2007","4004-0","COMMERCIAL SEX","1890632","882845"
"SL20073035","SALT LAKE CITY","7","6","13C","800 E 2700 S                                                                                            ","01/05/2007","SUG","235","01/05/2007","1316-3","ASSAULT","1898590","866916"
"SL20073047","SALT LAKE CITY","2","6","0","900 W 200 S                                                                                             ","01/05/2007","POP","151","01/05/2007","5499-6","TRAFFIC","1884534","885978"
"SL20073046","SALT LAKE CITY","2","6","90D","800 W 200 S                                                                                             ","01/05/2007","POP","151","01/05/2007","5403-0","TRAFFIC","1885062","886036"
"SL20073040","SALT LAKE CITY","4","6","13B","200 W 500 S                                                                                             ","01/05/2007","DTN","114","01/05/2007","1313-0","ASSAULT","1889872","883640"
"SL20073024","SALT LAKE CITY","7","6","13A","1900 S 600 E                                                                                             ","01/05/2007","LIW","234","01/05/2007","1302-0","ASSAULT","1896603","872282"
"SL20073025","SALT LAKE CITY","4","6","13B","700 S 1100 E                                                                                            ","01/05/2007","EAC","215","01/05/2007","1313-0","ASSAULT","1900636","881856"
"SL20072908","SALT LAKE CITY","2","6","220","600 S 4050 W                                                                                            ","01/05/2007","POP","154","01/05/2007","2203-0","BURGLARY","1864862","882719"
"SL20072868","SALT LAKE CITY","4","6","23C","800 E 800 S                                                                                             ","01/05/2007","EAC","215","01/05/2007","2303-0","LARCENY","1898760","881171"
"SL20073004","SALT LAKE CITY","2","6","290","1600 W SECRET GARDEN PL                                                                                  ","01/05/2007","WSL","153","01/05/2007","2903-0","DAMAGED PROP","1879158","874883"
"SL20072790","SALT LAKE CITY","4","6","90J","000 S RIO GRANDE ST                                                                                     ","01/05/2007","DTN","112","01/05/2007","5707-0","INV OF PRIVACY","1888237","887060"
"SL20072977","SALT LAKE CITY","5","6","23F","900 E 900 S                                                                                             ","01/05/2007","EAL","232","01/05/2007","2305-0","LARCENY","1899003","880378"
"SL20073008","SALT LAKE CITY","4","6","90Z","300 S DOUGLAS ST                                                                                        ","01/05/2007","EAC","213","01/05/2007","5309-0","PUBLIC PEACE","1901746","884761"
"SL20072893","SALT LAKE CITY","5","6","0","900 S 200 W                                                                                             ","01/05/2007","PEF","115","01/05/2007","7399-40","PUBLIC ORDER","1890292","880200"
"SL20072743","SALT LAKE CITY","3","6","90Z","000 N 300 W                                                                                             ","01/05/2007","CAH","112","01/05/2007","5309-0","PUBLIC PEACE","1889471","888013"
"SL20073096","SALT LAKE CITY","4","6","90Z","300 S 500 W                                                                                             ","01/05/2007","DTN","112","01/05/2007","4902-0","ESCAPE","1887935","884996"
"SL20073093","SALT LAKE CITY","3","6","13A","100 E SOUTH TEMPLE ST                                                                                   ","01/05/2007","AVE","211","01/05/2007","1302-0","ASSAULT","1893104","887589"
"SL20072997","SALT LAKE CITY",,"6","0",,"01/05/2007","SUG","235","01/05/2007","5499-8","TRAFFIC","1902061","862165"
"SL20072847","SALT LAKE CITY","4","6","0","200 S 600 E                                                                                             ","01/05/2007","CEC","212","01/05/2007","5499-8","TRAFFIC","1896597","885938"
"SL20072861","SALT LAKE CITY","2","6","0","200 S REDWOOD RD                                                                                        ","01/05/2007","POP","154","01/05/2007","5499-7","TRAFFIC","1878560","886008"
"SL20072948","SALT LAKE CITY",,"6","0","000 300 N                                                                                               ","01/05/2007","STF","132","01/05/2007","5499-7","TRAFFIC","1884756","889968"
"SL20072495","SALT LAKE CITY","2","6","0","1800 S 4130 W                                                                                            ","01/05/2007","WSL","154","01/05/2007","5499-7","TRAFFIC","1864501","873571"
"SL20072587","SALT LAKE CITY","2","6","0","800 S 900 W                                                                                             ","01/05/2007","POP","152","01/05/2007","5499-7","TRAFFIC","1884691","881239"
"SL20072702","SALT LAKE CITY","7","6","0","2000 S 1100 E                                                                                            ","01/05/2007","SUG","235","01/05/2007","5499-8","TRAFFIC","1900506","871997"
"SL20072735","SALT LAKE CITY","7","6","0","2200 S 1300 E                                                                                            ","01/05/2007","SUG","236","01/05/2007","5499-8","TRAFFIC","1902126","870438"
"SL20073072","SALT LAKE CITY","7","6","90J","2100 S 1300 E                                                                                            ","01/05/2007","SUG","236","01/05/2007","5707-0","INV OF PRIVACY","1902089","871422"
"SL20073095","SALT LAKE CITY","5","6","90Z","2100 S STATE ST                                                                                          ","01/05/2007","PEF","234","01/05/2007","5499-0","TRAFFIC","1892578","871566"
"SL20073077","SALT LAKE CITY","7","6","0","900 E SIMPSON AVE                                                                                       ","01/05/2007","SUG","235","01/05/2007","7399-1","PUBLIC ORDER","1899525","870177"
"SL20073048","SALT LAKE CITY","2","6","290","500 S REDWOOD RD                                                                                        ","01/05/2007","POP","154","01/05/2007","2902-0","DAMAGED PROP","1878551","883398"
"SL20073075","SALT LAKE CITY","4","6","220","700 E 300 S                                                                                             ","01/05/2007","EAC","213","01/05/2007","2299-10","BURGLARY","1897484","885135"
"SL20073087","SALT LAKE CITY","4","6","35B","200 S 500 W                                                                                             ","01/05/2007","DTN","112","01/05/2007","3550-0","DRUGS","1887877","885560"
"SL20073147","SALT LAKE CITY","4","6","90Z","200 S 500 W                                                                                             ","01/05/2007","DTN","112","01/06/2007","4902-0","ESCAPE","1887877","885560"
"SL20073057","SALT LAKE CITY","2","6","23F","500 S REDWOOD RD                                                                                        ","01/05/2007","POP","154","01/05/2007","2305-0","LARCENY","1878551","883398"
"SL20073092","SALT LAKE CITY","2","6","13C","1800 S REDWOOD RD                                                                                        ","01/05/2007","WSL","154","01/05/2007","1316-3","ASSAULT","1878516","873205"
"SL20073053","SALT LAKE CITY","7","6","23F","2200 S HIGHLAND DR                                                                                       ","01/05/2007","SUG","236","01/05/2007","2305-0","LARCENY","1900803","870475"
"SL20072730","SALT LAKE CITY","2","6","90J","1000 S REDWOOD RD                                                                                        ","01/05/2007","WSL","154","01/05/2007","5707-0","INV OF PRIVACY","1878537","879347"
"SL20072664","SALT LAKE CITY","7","6","220","2500 S 700 E                                                                                             ","01/05/2007","SUG","235","01/05/2007","2202-0","BURGLARY","1897293","868201"
"SL20072903","SALT LAKE CITY","4","6","0","500 W 200 S                                                                                             ","01/05/2007","DTN","112","01/05/2007","5399-28","PUBLIC PEACE","1887897","886025"
"SL20073044","SALT LAKE CITY","1","6","0",,"01/05/2007","JOM","133","01/05/2007","5499-84","TRAFFIC","1865746","891599"
"SL20073451","SALT LAKE CITY","4","6","0","100 W 600 S                                                                                             ","01/05/2007","PEF","115","01/06/2007","7399-17","PUBLIC ORDER","1890632","882845"
"SL20072946","SALT LAKE CITY","3","6","13C","1200 E 11TH AVE                                                                                          ","01/05/2007","AVE","211","01/05/2007","1316-3","ASSAULT","1902490","890759"
"SL20072988","SALT LAKE CITY","1","6","13B","2000 W NORTH TEMPLE ST                                                                                   ","01/05/2007","JOM","133","01/05/2007","1313-0","ASSAULT","1875504","888460"
"SL20072987","SALT LAKE CITY","4","6","90Z","300 E SOUTH TEMPLE ST                                                                                   ","01/05/2007","CEC","212","01/05/2007","4902-0","ESCAPE","1894467","887523"
"SL20073002","SALT LAKE CITY","4","6","90Z","300 E SOUTH TEMPLE ST                                                                                   ","01/05/2007","CEC","212","01/05/2007","4902-0","ESCAPE","1894467","887523"
"SL20073268","SALT LAKE CITY","4","6","23F","300 S WEST TEMPLE ST                                                                                    ","01/05/2007","DTN","113","01/06/2007","2305-0","LARCENY","1891042","884717"
"SL20072590","SALT LAKE CITY","1","6","0","700 N 900 W                                                                                             ","01/05/2007","ROP","131","01/05/2007","5499-8","TRAFFIC","1884800","893159"
"SL20072669","SALT LAKE CITY",,"6","0","000 400 W                                                                                               ","01/05/2007","CAH","111","01/05/2007","5499-8","TRAFFIC","1889152","895138"
"SL20072624","SALT LAKE CITY","4","6","0","300 S 300 E                                                                                             ","01/05/2007","CEC","113","01/05/2007","5499-8","TRAFFIC","1894216","885154"
"SL20073302","SALT LAKE CITY","3","6","90Z","600 N COLUMBUS ST                                                                                       ","01/05/2007","CAH","111","01/06/2007","5401-0","TRAFFIC","1892247","893039"
"SL20074351","SALT LAKE CITY","6","6","23D","400 S WAKARA WAY                                                                                        ","01/05/2007","UNV","215","01/08/2007","2308-0","LARCENY","1908930","883532"
"SL20074452","SALT LAKE CITY","2","6","23D","200 N 1460 W                                                                                            ","01/05/2007","JOM","132","01/08/2007","2308-0","LARCENY","1880112","890026"
"SL20072937","SALT LAKE CITY","4","6","35A","200 S RIO GRANDE ST                                                                                     ","01/05/2007","DTN","112","01/05/2007","3532-0","DRUGS","1888236","885455"
"SL20074485","SALT LAKE CITY","4","6","26B","500 E 400 S                                                                                             ","01/05/2007","CEC","214","01/08/2007","2605-0","FRAUD","1896095","884349"
"SL20072424","SALT LAKE CITY","3","6","35B","300 N 300 W                                                                                             ","01/05/2007","CAH","111","01/05/2007","3550-0","DRUGS","1889480","890192"
"SL2007882","MAGNA",,"6","90Z",,"01/05/2007","11","11","01/05/2007","3599-99","DRUGS","1826034","884694"
"SL20072549","SALT LAKE CITY",,"6","0","000 I80 WB 1300 E OFF E                                                                                 ","01/05/2007","SUG","236","01/05/2007","5499-8","TRAFFIC","1902154","869952"
"SL20072668","SALT LAKE CITY",,"6","0","000 1300 E                                                                                              ","01/05/2007","SUG","236","01/05/2007","5499-8","TRAFFIC","1902118","871514"
"SL20072555","SALT LAKE CITY","4","6","0","700 E SOUTH TEMPLE ST                                                                                   ","01/05/2007","EAC","213","01/05/2007","5499-8","TRAFFIC","1897434","887511"
"SL20072530","SALT LAKE CITY","2","6","0","1400 S 500 W                                                                                             ","01/05/2007","WSL","153","01/05/2007","5499-8","TRAFFIC","1887832","876591"
"SL20072609","SALT LAKE CITY","4","6","90J","200 S 500 W                                                                                             ","01/05/2007","DTN","112","01/09/2007","5707-0","INV OF PRIVACY","1887938","885719"
"SL20072968","SALT LAKE CITY","4","6","0","400 S 700 E                                                                                             ","01/05/2007","CEC","214","01/05/2007","5499-8","TRAFFIC","1897383","884362"
"SL20072924","SALT LAKE CITY","2","6","0","000 S 900 W                                                                                             ","01/05/2007","POP","151","01/05/2007","5499-8","TRAFFIC","1884775","887232"
"SL20072767","SALT LAKE CITY","1","6","0","1000 N REDWOOD RD                                                                                        ","01/05/2007","ROP","131","01/05/2007","5499-8","TRAFFIC","1878618","895453"
"SL20072755","SALT LAKE CITY","5","6","0","2100 S RICHARDS ST                                                                                       ","01/05/2007","PEF","234","01/05/2007","5499-8","TRAFFIC","1891374","871586"
"SL20072777","SALT LAKE CITY","7","6","0","2200 S 1300 E                                                                                            ","01/05/2007","SUG","236","01/05/2007","5499-8","TRAFFIC","1902124","869907"
"SL20072788","SALT LAKE CITY","7","6","0","2200 S 1300 E                                                                                            ","01/05/2007","SUG","236","01/05/2007","5499-8","TRAFFIC","1902124","869907"
"SL20072859","SALT LAKE CITY","5","6","0","1500 S 700 E                                                                                             ","01/05/2007","EAC","232","01/05/2007","5499-8","TRAFFIC","1897407","875556"
"SL20072588","SALT LAKE CITY","1","6","0","500 N TERMINAL NORTHBOUND DR                                                                            ","01/05/2007","JOM","133","01/05/2007","5499-7","TRAFFIC","1866905","891511"
"SL20072829","SALT LAKE CITY","5","6","0","1400 E BROWNING AVE                                                                                      ","01/05/2007","WAH","233","01/05/2007","5499-7","TRAFFIC","1902989","876432"
"SL20072980","SALT LAKE CITY",,"6","90Z","000 EMERY ST                                                                                            ","01/05/2007","WSL","153","01/05/2007","5401-0","TRAFFIC","1882522","877077"
"SL20072995","SALT LAKE CITY","4","6","0","400 S 600 E                                                                                             ","01/05/2007","CEC","214","01/05/2007","5499-7","TRAFFIC","1896591","884360"
"SL20072758","SALT LAKE CITY","4","6","90J","000 S MAIN ST                                                                                           ","01/05/2007","DTN","113","01/05/2007","5707-0","INV OF PRIVACY","1891844","887168"
"SL20072878",,,"6","90Z",,"01/05/2007",,"153","01/05/2007","5499-11","TRAFFIC",,
"SL20076839","SALT LAKE CITY","5","6","0","1400 S 800 E                                                                                             ","01/05/2007","EAC","232","01/12/2007","7399-6","PUBLIC ORDER","1898145","876539"
"SL20076844","SALT LAKE CITY","4","6","26B","400 S 500 E                                                                                             ","01/05/2007","CEC","214","01/12/2007","2605-0","FRAUD","1895798","884356"
"SL20078356","SALT LAKE CITY","1","6","0","3700 W TERMINAL WESTBOUND DR                                                                             ","01/05/2007","WES","133","01/15/2007","7399-6","PUBLIC ORDER","1866562","893915"
"SL20078470","SALT LAKE CITY","4","6","26A","500 E 400 S                                                                                             ","01/05/2007","CEC","214","01/15/2007","2699-0","FRAUD","1896095","884349"
"SL20072747","SALT LAKE CITY","1","6","0","500 N TERMINAL NORTHBOUND DR                                                                            ","01/05/2007","JOM","133","01/05/2007","5499-7","TRAFFIC","1866905","891511"
"SL20079126","SALT LAKE CITY","5","6","90A","1400 S STATE ST                                                                                          ","01/05/2007","LIW","231","01/16/2007","2606-0","FRAUD","1892655","876064"
"SL200713412","SALT LAKE CITY","2","6","26A","000 N 900 W                                                                                             ","01/05/2007","POP","132","01/23/2007","2602-0","FRAUD","1884719","888114"
"SL200718980","SALT LAKE CITY","3","6","90Z","300 N 300 W                                                                                             ","01/05/2007","CAH","111","01/05/2007","4802-0","OBST POLICE","1889480","890192"
"SL200719185","SALT LAKE CITY","3","6","90Z","300 N 300 W                                                                                             ","01/05/2007","CAH","111","02/01/2007","4802-0","OBST POLICE","1889480","890192"
"SL20072533","SALT LAKE CITY","5","6","23H","400 E SHERMAN AVE                                                                                       ","01/05/2007","LIW","232","01/05/2007","2309-0","LARCENY","1895563","877111"
"SL20072525","SALT LAKE CITY","5","6","23H","400 E SHERMAN AVE                                                                                       ","01/05/2007","LIW","232","01/05/2007","2309-0","LARCENY","1895563","877111"
"SL20072428","SALT LAKE CITY","7","6","23D","1100 E 2100 S                                                                                            ","01/05/2007","SUG","236","01/05/2007","2308-0","LARCENY","1900546","871491"
"SL200721132","SALT LAKE CITY","1","1","0",,"02/04/2007","JOM","133","02/04/2007","7399-1","PUBLIC ORDER","1866905","891511"
"SL20072527","SALT LAKE CITY","5","6","23G","300 W 2100 S                                                                                            ","01/05/2007","PEF","234","01/05/2007","2304-0","LARCENY","1889068","871605"
"SL20072568","SALT LAKE CITY","3","6","23B","000 E SOUTH TEMPLE ST                                                                                   ","01/05/2007","CAH","113","01/05/2007","2302-0","LARCENY","1891945","887593"
"SL20072584","SALT LAKE CITY","4","6","23F","500 S 700 E                                                                                             ","01/05/2007","EAC","215","01/05/2007","2305-0","LARCENY","1897439","883452"
"SL20072785","SALT LAKE CITY","4","6","23F","100 S MAIN ST                                                                                           ","01/05/2007","DTN","113","01/05/2007","2305-0","LARCENY","1891841","886216"
"SL20072711","SALT LAKE CITY","4","6","23F","400 S STATE ST                                                                                          ","01/05/2007","DTN","115","01/05/2007","2305-0","LARCENY","1892627","884368"
"SL20072890","SALT LAKE CITY","2","6","0","1100 W ONTARIO DR                                                                                        ","01/05/2007","WSL","152","01/05/2007","7399-6","PUBLIC ORDER","1883139","877659"
"SL20072974","SALT LAKE CITY","7","6","23F","2100 S 2300 E                                                                                            ","01/05/2007","SUG","236","01/05/2007","2305-0","LARCENY","1910298","871304"
"SL20072975","SALT LAKE CITY","7","6","23F","2200 S HIGHLAND DR                                                                                       ","01/05/2007","SUG","236","01/05/2007","2305-0","LARCENY","1900803","870475"
"SL20073063","SALT LAKE CITY","7","6","23F","2100 S HIGHLAND DR                                                                                       ","01/05/2007","SUG","235","01/05/2007","2305-0","LARCENY","1900604","870848"
"SL20072763","SALT LAKE CITY","4","6","23F","600 S WEST TEMPLE ST                                                                                    ","01/05/2007","PEF","115","01/05/2007","2305-0","LARCENY","1891034","882798"
"SL200726761","SALT LAKE CITY","4","6","26A","200 S 1000 E                                                                                            ","01/05/2007","EAC","213","02/14/2007","2699-0","FRAUD","1899771","885697"
"SL20072710","SALT LAKE CITY","4","6","0","200 S 400 W                                                                                             ","01/05/2007","DTN","112","01/05/2007","5499-7","TRAFFIC","1888729","885474"
"SL20073117","SALT LAKE CITY","4","7","90D","800 W 400 S                                                                                             ","01/06/2007","DTN","112","01/06/2007","5404-0","TRAFFIC","1885526","884449"
"SL20073135","SALT LAKE CITY","4","7","90D","200 W 400 S                                                                                             ","01/06/2007","DTN","112","01/06/2007","5404-0","TRAFFIC","1890050","884431"
"SL20073138","SALT LAKE CITY","3","7","0","300 N 400 W                                                                                             ","01/06/2007","CAH","111","01/06/2007","5499-6","TRAFFIC","1888688","890082"
"SL20073142","SALT LAKE CITY","4","7","90D","500 S 300 W                                                                                             ","01/06/2007","PEF","114","01/06/2007","5404-0","TRAFFIC","1889453","883512"
"SL20073126","SALT LAKE CITY","5","7","13B","1000 S WEST TEMPLE ST                                                                                    ","01/06/2007","PEF","231","01/06/2007","1313-0","ASSAULT","1891020","879224"
"SL20073148","SALT LAKE CITY","4","7","90E","200 W 500 S                                                                                             ","01/06/2007","DTN","114","01/06/2007","7399-26","PUBLIC ORDER","1889872","883640"
"SL20073139","SALT LAKE CITY","4","7","13A","100 E 200 S                                                                                             ","01/06/2007","CEC","113","01/06/2007","1305-0","ASSAULT","1893252","886004"
"SL20073163","SALT LAKE CITY","2","7","90D","600 S I15 SOUTHBOUND FWY                                                                                ","01/06/2007","POP","151","01/06/2007","5404-0","TRAFFIC","1886178","882197"
"SL20073153","SALT LAKE CITY","4","7","290","200 S 700 E                                                                                             ","01/06/2007","CEC","212","01/06/2007","2902-1","DAMAGED PROP","1897387","885548"
"SL20073165","SALT LAKE CITY","4","7","90D","200 S RIO GRANDE ST                                                                                     ","01/06/2007","DTN","112","01/06/2007","5404-0","TRAFFIC","1888238","885862"
"SL20073164","SALT LAKE CITY","3","7","13A","300 E 2ND AVE                                                                                           ","01/06/2007","AVE","211","01/06/2007","1305-0","ASSAULT","1895039","888378"
"SL20073169",,,"7","0",,"01/06/2007",,,"01/06/2007","7399-99","PUBLIC ORDER",,
"SL20073185","SALT LAKE CITY","4","7","290","1300 E 600 S                                                                                             ","01/06/2007","EAC","215","01/06/2007","2902-0","DAMAGED PROP","1902324","882742"
"SL20073107","SALT LAKE CITY","7","7","13C","800 E PARKWAY AVE                                                                                       ","01/06/2007","SUG","235","01/06/2007","1316-3","ASSAULT","1898310","869010"
"SL20073155","SALT LAKE CITY","2","7","13B","1200 S 500 W                                                                                             ","01/06/2007","WSL","152","01/06/2007","1313-0","ASSAULT","1887876","877984"
"SL20073172","SALT LAKE CITY","5","7","0","1700 S STATE ST                                                                                          ","01/06/2007","LIW","234","01/06/2007","5399-28","PUBLIC PEACE","1892647","874055"
"SL20073120","SALT LAKE CITY","7","7","90E","2200 S HIGHLAND DR                                                                                       ","01/06/2007","SUG","235","01/06/2007","7399-26","PUBLIC ORDER","1900778","870365"
"SL20073158","SALT LAKE CITY","7","7","90Z","2200 S HIGHLAND DR                                                                                       ","01/06/2007","SUG","235","01/06/2007","4902-0","ESCAPE","1900778","870365"
"SL200721138","SALT LAKE CITY",,"1","0",,"02/04/2007","40","40","02/04/2007","7399-3","PUBLIC ORDER","1867343","892321"
"SL20073184","SALT LAKE CITY","3","7","13A","300 N C ST                                                                                              ","01/06/2007","AVE","211","01/06/2007","1305-0","ASSAULT","1894840","890813"
"SL20073180","SALT LAKE CITY","2","7","220","1400 S CLAYTON ST                                                                                        ","01/06/2007","WSL","153","01/06/2007","2299-10","BURGLARY","1881711","876311"
"SL20073193","SALT LAKE CITY","4","7","90Z","200 S RIO GRANDE ST                                                                                     ","01/06/2007","DTN","112","01/06/2007","4902-0","ESCAPE","1888238","885862"
"SL20073200","SALT LAKE CITY","5","7","23F","1300 S 1300 E                                                                                            ","01/06/2007","WAH","233","01/06/2007","2305-0","LARCENY","1902170","876987"
"SL20073160","SALT LAKE CITY","3","7","90Z","300 N 400 W                                                                                             ","01/06/2007","CAH","111","01/06/2007","4902-0","ESCAPE","1888688","890082"
"SL20073197","SALT LAKE CITY","3","7","290","500 N PERRYS HOLLOW RD                                                                                  ","01/06/2007","AVE","211","01/06/2007","2902-0","DAMAGED PROP","1902642","892271"
"SL20073123","SALT LAKE CITY","4","7","13B","100 W PIERPONT AVE                                                                                      ","01/06/2007","DTN","113","01/06/2007","1313-0","ASSAULT","1890717","885557"
"SL20073144","SALT LAKE CITY","4","7","290","100 S 900 E                                                                                             ","01/06/2007","EAC","213","01/06/2007","2902-1","DAMAGED PROP","1898978","886386"
"SL20073183","SALT LAKE CITY","2","7","13C","300 N 700 W                                                                                             ","01/06/2007","STF","132","01/06/2007","1316-3","ASSAULT","1886371","889985"
"SL20073205","SALT LAKE CITY","4","7","120","100 W 600 S                                                                                             ","01/06/2007","PEF","115","01/06/2007","1204-0","ROBBERY","1890585","882786"
"SL20073225","SALT LAKE CITY","1","7","220","500 N BILLY MITCHELL RD                                                                                 ","01/06/2007","JOM","133","01/06/2007","2205-0","BURGLARY","1857716","892233"
"SL20073234","SALT LAKE CITY",,"7","0","000 STATE ST                                                                                            ","01/06/2007","WEL","231","01/06/2007","5499-5","TRAFFIC","1892638","879363"
"SL20073240","SALT LAKE CITY","7","7","240","3000 S 900 E                                                                                             ","01/06/2007","SUG","235","01/06/2007","2499-17","STOLEN VEHICLE","1898922","864347"
"SL20073249","SALT LAKE CITY","1","7","0","3700 W TERMINAL WESTBOUND DR                                                                             ","01/06/2007","WES","133","01/06/2007","7399-1","PUBLIC ORDER","1866562","893915"
"SL20073220","SALT LAKE CITY","2","7","23D","4800 W CALIFORNIA AVE                                                                                    ","01/06/2007","WSL","154","01/06/2007","2308-0","LARCENY","1859958","877160"
"SL20073236","SALT LAKE CITY","1","7","90Z","500 N BILLY MITCHELL RD                                                                                 ","01/06/2007","JOM","133","01/06/2007","4902-0","ESCAPE","1857716","892233"
"SL20073255","SALT LAKE CITY","4","7","13A","300 E STANTON AVE                                                                                       ","01/06/2007","CEC","214","01/06/2007","1302-0","ASSAULT","1894424","883309"
"SL20073284","SALT LAKE CITY","4","7","90I","600 E 200 S                                                                                             ","01/06/2007","CEC","212","01/06/2007","5324-0","PUBLIC PEACE","1896714","885991"
"SL20073347","SALT LAKE CITY","1","7","290","3700 W TERMINAL WESTBOUND DR                                                                             ","01/06/2007","WES","133","01/06/2007","2901-0","DAMAGED PROP","1866562","893915"
"SL20073367","SALT LAKE CITY","5","7","0","000 E REDONDO AVE                                                                                       ","01/06/2007","PEF","234","01/06/2007","2499-14","STOLEN VEHICLE","1892282","871844"
"SL20073414","SALT LAKE CITY","1","7","23F",,"01/06/2007","JOM","133","01/06/2007","2305-0","LARCENY","1877294","888832"
"SL20073132","SALT LAKE CITY","4","7","40A","100 W 600 S                                                                                             ","01/06/2007","PEF","115","01/06/2007","4004-3","COMMERCIAL SEX","1890632","882845"
"SL20073239","SALT LAKE CITY","3","7","23F","800 N JUNIPERPOINT DR                                                                                   ","01/06/2007","AVE","211","01/06/2007","2305-0","LARCENY","1895622","893515"
"SL20073241","SALT LAKE CITY","5","7","23H","000 E 1300 S                                                                                            ","01/06/2007","PEF","231","01/06/2007","2399-0","LARCENY","1892538","877487"
"SL20073252","SALT LAKE CITY","3","7","90J","300 N 300 W                                                                                             ","01/06/2007","CAH","111","01/06/2007","5707-0","INV OF PRIVACY","1889480","890192"
"SL20073260","SALT LAKE CITY","1","7","35A","500 N BILLY MITCHELL RD                                                                                 ","01/06/2007","JOM","133","01/06/2007","3572-0","DRUGS","1857716","892233"
"SL20073463","SALT LAKE CITY","2","7","0","1200 S EMERY ST                                                                                          ","01/06/2007","WSL","152","01/06/2007","2499-15","STOLEN VEHICLE","1882553","877706"
"SL20073265","SALT LAKE CITY","5","7","13B","2000 S 200 E                                                                                             ","01/06/2007","LIW","234","01/06/2007","4801-0","OBST POLICE","1893431","871953"
"SL20073273","SALT LAKE CITY","5","7","240","400 E CLEVELAND AVE                                                                                     ","01/06/2007","LIW","232","01/06/2007","2404-0","STOLEN VEHICLE","1895565","876299"
"SL20073403","SALT LAKE CITY","7","7","90Z","2400 S 1700 E                                                                                            ","01/06/2007","SUG","236","01/06/2007","5309-0","PUBLIC PEACE","1905402","868623"
"SL20073281","SALT LAKE CITY","4","7","90J","200 S RIO GRANDE ST                                                                                     ","01/06/2007","DTN","112","01/06/2007","5707-0","INV OF PRIVACY","1888298","885835"
"SL20073286","SALT LAKE CITY","2","7","220","500 S 1000 W                                                                                            ","01/06/2007","POP","151","01/06/2007","2203-0","BURGLARY","1883993","883502"
"SL20073291","SALT LAKE CITY","5","7","90Z","2000 S 200 E                                                                                             ","01/06/2007","LIW","234","01/06/2007","4902-0","ESCAPE","1893431","871953"
"SL20073287","SALT LAKE CITY","4","7","0","500 S MAIN ST                                                                                           ","01/06/2007","PEF","115","01/06/2007","5499-8","TRAFFIC","1891889","883171"
"SL20073384","SALT LAKE CITY","1","7","220","1000 N CAPISTRANO DR                                                                                     ","01/06/2007","ROP","131","01/06/2007","2202-0","BURGLARY","1882941","895897"
"SL20073296","SALT LAKE CITY","1","7","0","1200 W 900 N                                                                                             ","01/06/2007","ROP","131","01/06/2007","7399-24","PUBLIC ORDER","1881751","894703"
"SL20073430","SALT LAKE CITY","7","7","23D","1100 E BRICKYARD RD                                                                                      ","01/06/2007","SUG","235","01/06/2007","2308-0","LARCENY","1901056","863252"
"SL20073337","SALT LAKE CITY","2","7","0","800 W NORTH TEMPLE ST                                                                                   ","01/06/2007","POP","132","01/06/2007","7399-11","PUBLIC ORDER","1885371","888361"
"SL20073350","SALT LAKE CITY","4","7","13B","100 W 800 S                                                                                             ","01/06/2007","PEF","115","01/06/2007","1313-0","ASSAULT","1890934","881199"
"SL20073366","SALT LAKE CITY","1","7","13B","800 N 900 W                                                                                             ","01/06/2007","ROP","131","01/06/2007","1313-0","ASSAULT","1884803","893953"
"SL20073480","SALT LAKE CITY","2","7","90I","300 S POST ST                                                                                           ","01/06/2007","POP","151","01/06/2007","5324-0","PUBLIC PEACE","1884309","884766"
"SL20073508","SALT LAKE CITY","4","7","26B","400 S 600 E                                                                                             ","01/06/2007","CEC","214","01/06/2007","2605-0","FRAUD","1896591","884360"
"SL20073498","SALT LAKE CITY","1","7","290","500 N TERMINAL NORTHBOUND DR                                                                            ","01/06/2007","JOM","133","01/06/2007","2901-0","DAMAGED PROP","1866905","891511"
"SL20073570","SALT LAKE CITY","1","7","0",,"01/06/2007","JOM","133","01/06/2007","5499-84","TRAFFIC","1866905","891511"
"SL20073374","SALT LAKE CITY","4","7","90C","200 S RIO GRANDE ST                                                                                     ","01/06/2007","DTN","112","01/06/2007","7299-3","MORALS-DECENCY","1888238","885862"
"SL20073386","SALT LAKE CITY","4","7","23H","200 S RIO GRANDE ST                                                                                     ","01/06/2007","DTN","112","01/06/2007","2399-0","LARCENY","1888238","885862"
"SL20073433","SALT LAKE CITY","7","7","23C","700 E 2700 S                                                                                            ","01/06/2007","SUG","235","01/06/2007","2303-0","LARCENY","1897418","866858"
