"case","city","council","day_of_week","ibr_code","location","occ_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL20122477","SALT LAKE CITY","2","4","90Z","3300 W 500 S","2012-01-04T15:45:00.000","124","Z2","2012-01-05T14:36:00.000","5309-0","PUBLIC PEACE","1869610","883715"
"SL20121793","SALT LAKE CITY","5","4","23C","300 W 2100 S","2012-01-04T10:37:00.000","161","Z6","2012-01-04T10:37:00.000","2303-0","LARCENY","1889068","871605"
"SL20122064","SALT LAKE CITY","4","4","0","500 S 700 E","2012-01-04T18:07:00.000","144","Z4","2012-01-04T18:07:00.000","5499-7","TRAFFIC","1897379","883559"
"SL20122035","SALT LAKE CITY","L","4","0","ARAPEEN DR / SUNNYSIDE AVE","2012-01-04T17:27:00.000","154","Z5","2012-01-04T17:27:00.000","5499-7","TRAFFIC","1909704","880712"
"SL20122062","SALT LAKE CITY","3","4","0","600 N PUGSLEY ST","2012-01-04T18:05:00.000","131","Z3","2012-01-04T18:05:00.000","5499-8","TRAFFIC","1889152","892350"
"SL20122067","SALT LAKE CITY","4","4","0","500 S 200 W","2012-01-04T18:09:00.000","134","Z3","2012-01-04T18:09:00.000","5499-8","TRAFFIC","1890246","883597"
"SL20122069","SALT LAKE CITY","2","4","0","100 S REDWOOD RD","2012-01-04T18:12:00.000","113","Z1","2012-01-04T18:12:00.000","5499-8","TRAFFIC","1878563","886815"
"SL20122195","SALT LAKE CITY","1","4","90Z","1100 N REDWOOD RD","2012-01-04T23:04:00.000","111","Z1","2012-01-05T00:00:00.000","4802-0","OBST POLICE","1878628","896427"
"SL20121922","SALT LAKE CITY","7","4","90G","2300 S 900 E","2012-01-04T14:49:00.000","162","Z6","2012-01-04T14:49:00.000","4104-0","LIQUOR","1898961","869398"
"SL20122123","SALT LAKE CITY","7","4","90C","1600 E 2100 S","2012-01-04T20:07:00.000","163","Z6","2012-01-04T20:07:00.000","7299-2","MORALS-DECENCY","1904538","871649"
"SL20122759","SALT LAKE CITY","4","4","120","7 E 000 S","2012-01-04T17:00:00.000","133","Z3","2012-01-05T23:25:00.000","1209-0","ROBBERY","1891935","884424"
"SL20122190","SALT LAKE CITY","4","4","90G","00 W 200 S","2012-01-04T22:50:00.000","133","Z3","2012-01-04T22:50:00.000","4104-0","LIQUOR","1891728","885950"
"SL20121870","SALT LAKE CITY","3","4","520","200 N 300 W","2012-01-04T12:50:00.000","131","Z3","2012-01-04T13:00:00.000","5212-0","WEAPON OFFENSE","1889477","889491"
"SL20121629","SALT LAKE CITY","4","4","23F","200 S 200 W","2012-01-04T01:59:00.000","132","Z3","2012-01-04T01:59:00.000","2305-0","LARCENY","1890253","885513"
"SL20121713","SALT LAKE CITY","3","4","290","400 N MAIN ST","2012-01-04T08:32:00.000","131","Z3","2012-01-04T08:32:00.000","2902-0","DAMAGED PROP","1891464","891048"
"SL20121756","SALT LAKE CITY","7","4","23H","1800 S 600 E","2012-01-04T09:48:00.000","161","Z6","2012-01-04T09:48:00.000","2309-0","LARCENY","1896608","873582"
"SL20121761","SALT LAKE CITY","7","4","23H","1800 S 600 E","2012-01-04T09:51:00.000","161","Z6","2012-01-04T09:51:00.000","2309-0","LARCENY","1896608","873582"
"SL20122029","SALT LAKE CITY","2","4","23D","1100 S PIONEER RD","2012-01-04T17:12:00.000","124","Z2","2012-01-04T17:12:00.000","2308-0","LARCENY","1873247","878526"
"SL20122058","SALT LAKE CITY","1","4","290","1900 W BLACK ANGUS DR","2012-01-04T17:58:00.000","111","Z1","2012-01-04T17:58:00.000","2902-0","DAMAGED PROP","1876835","901989"
"SL20122070","SALT LAKE CITY","7","4","23F","900 E ELGIN AVE","2012-01-04T18:12:00.000","162","Z6","2012-01-04T18:12:00.000","2305-0","LARCENY","1899246","864196"
"SL20122867","SALT LAKE CITY","4","4","13B","200 S RIO GRANDE ST","2012-01-04T23:15:00.000","132","Z3","2012-01-06T07:01:00.000","1313-0","ASSAULT","1888238","885862"
"SL20122405","SALT LAKE CITY","4","4","90Z","200 S RIO GRANDE ST","2012-01-04T18:00:00.000","132","Z3","2012-01-05T15:14:00.000","4803-0","OBST POLICE","1888238","885862"
"SL20121936","SALT LAKE CITY","4","4","90G","300 S 300 W","2012-01-04T15:06:00.000","132","Z3","2012-01-04T15:06:00.000","4104-0","LIQUOR","1889459","884990"
"SL2012800033","SALT LAKE CITY","A","4","23D","SHERWOOD DR / WILTON WAY","2012-01-04T17:25:00.000","141","Z4","2012-01-06T17:03:00.000","2308-0","LARCENY","1904310","888773"
"SL20121981","SALT LAKE CITY","4","4","90J","300 W 400 S","2012-01-04T16:01:00.000","134","Z3","2012-01-04T16:01:00.000","5707-0","INV OF PRIVACY","1889311","884374"
"SL20121759","SALT LAKE CITY","4","4","0","200 S RIO GRANDE ST","2012-01-04T11:40:00.000","132","Z3","2012-01-04T11:40:00.000","7399-7","PUBLIC ORDER","1888238","885862"
"SL20121888","SALT LAKE CITY","4","4","40A","200 S RIO GRANDE ST","2012-01-04T13:00:00.000","132","Z3","2012-01-05T12:54:00.000","4004-0","COMMERCIAL SEX","1888238","885862"
"SL20122057","SALT LAKE CITY","7","4","0","2100 S 700 E","2012-01-04T17:57:00.000","162","Z6","2012-01-04T17:57:00.000","5499-8","TRAFFIC","1897319","871514"
"SL20121753","SALT LAKE CITY","4","4","0","300 W 400 S","2012-01-04T09:43:00.000","132","Z3","2012-01-04T09:43:00.000","5399-26","PUBLIC PEACE","1889084","884435"
"SL20121860","SALT LAKE CITY","4","4","0","200 E 400 S","2012-01-04T13:40:00.000","135","Z3","2012-01-04T13:40:00.000","5399-26","PUBLIC PEACE","1893540","884358"
"SL20121747","SALT LAKE CITY","4","4","90C","200 S RIO GRANDE ST","2012-01-04T09:40:00.000","132","Z3","2012-01-04T09:40:00.000","5311-0","PUBLIC PEACE","1888297","885699"
"SL20121722","SALT LAKE CITY","2","4","90J","00 N RIO GRANDE ST","2012-01-04T08:57:00.000","132","Z3","2012-01-04T08:57:00.000","5707-0","INV OF PRIVACY","1888340","887737"
"SL20122093","SALT LAKE CITY","4","4","290","500 W 200 S","2012-01-04T19:09:00.000","132","Z3","2012-01-04T19:09:00.000","2902-0","DAMAGED PROP","1887387","886027"
"SL20122196","SALT LAKE CITY","4","4","290","100 S 500 W","2012-01-04T23:03:00.000","132","Z3","2012-01-04T23:03:00.000","2902-0","DAMAGED PROP","1887882","886763"
"SL2012800041","SALT LAKE CITY","4","4","0","400 S 400 E","2012-01-04T13:30:00.000","144","Z4","2012-01-08T10:40:00.000","2499-15","STOLEN VEHICLE","1895006","884359"
"SL20124576","TAYLORSVILLE","SL","4","90F","1200 W CLUBHOUSE DR","2012-01-04T12:38:00.000","13","13","2012-01-09T12:38:00.000","3802-0","FAMILY OFFENSES","1884949","856674"
"SL20122014","SALT LAKE CITY","4","4","0","200 S WEST TEMPLE ST","2012-01-04T17:27:00.000","133","Z3","2012-01-04T17:27:00.000","5499-7","TRAFFIC","1891047","885912"
"SL20121948","SALT LAKE CITY","5","4","0","1300 S MAIN ST","2012-01-04T15:16:00.000","152","Z5","2012-01-04T15:33:00.000","5499-7","TRAFFIC","1891808","877436"
"SL20125570","SALT LAKE CITY","6","4","23H","1800 E YALE AVE","2012-01-04T12:00:00.000","154","Z5","2012-01-11T08:37:00.000","2309-0","LARCENY","1906604","878759"
"SL20121963","SALT LAKE CITY","2","4","0","300 S 5600 W","2012-01-04T15:27:00.000","124","Z2","2012-01-04T15:27:00.000","5499-8","TRAFFIC","1854743","885124"
"SL201222716","SALT LAKE CITY","1","4","0","1000 N 4030 W","2012-01-04T08:30:00.000","113","Z1","2012-02-09T10:32:00.000","7399-6","PUBLIC ORDER","1865123","896564"
"SL201225029","SALT LAKE CITY","7","4","26C","3000 S HIGHLAND DR","2012-01-04T12:00:00.000","163","Z6","2012-02-13T08:44:00.000","2699-1","FRAUD","1902367","864378"
"SL201233274","SALT LAKE CITY","7","4","26A","1900 S 1200 E","2012-01-04T12:00:00.000","163","Z6","2012-02-27T14:18:00.000","2603-0","FRAUD","1901361","872080"
"SL2012800170","SALT LAKE CITY","3","4","23H","600 N 900 W","2012-01-04T14:25:00.000","111","Z1","2012-04-24T14:46:00.000","2399-0","LARCENY","1884796","892355"
"SL20122223","SALT LAKE CITY","1","5","290","3600 W 510 N","2012-01-05T00:05:00.000","113","Z1","2012-01-05T00:16:00.000","2901-0","DAMAGED PROP","1867876","891708"
"SL20122239","SALT LAKE CITY","5","5","90D","900 S 300 W","2012-01-05T01:06:00.000","134","Z3","2012-01-05T01:06:00.000","5404-0","TRAFFIC","1889440","880425"
"SL20122232","SALT LAKE CITY","2","5","90I","1400 W 900 S","2012-01-05T00:49:00.000","122","Z2","2012-01-05T00:49:00.000","5324-0","PUBLIC PEACE","1880518","880630"
"SL20122234","SALT LAKE CITY","1","5","35B","500 N 1000 W","2012-01-05T00:56:00.000","112","Z1","2012-01-05T01:15:00.000","3550-0","DRUGS","1884002","891738"
"SL20122271","SALT LAKE CITY","2","5","0","1400 W HAYES AVE","2012-01-05T06:48:00.000","122","Z2","2012-01-05T08:02:00.000","2499-14","STOLEN VEHICLE","1880655","880299"
"SL20122291","SALT LAKE CITY","3","5","290","200 E 3RD AVE","2012-01-05T08:08:00.000","141","Z4","2012-01-05T08:08:00.000","2902-0","DAMAGED PROP","1894164","888856"
"SL20122230","SALT LAKE CITY","4","5","0","500 S DENVER ST","2012-01-05T00:37:00.000","144","Z4","2012-01-05T00:37:00.000","5399-23","PUBLIC PEACE","1895409","883194"
"SL20122251","SALT LAKE CITY","4","5","0","200 S RIO GRANDE ST","2012-01-05T03:46:00.000","132","Z3","2012-01-05T03:46:00.000","7399-1","PUBLIC ORDER","1888238","885862"
"SL20122314","SALT LAKE CITY","7","5","23G","1900 S 1000 E","2012-01-05T08:53:00.000","162","Z6","2012-01-05T08:53:00.000","2304-0","LARCENY","1899718","872661"
"SL20122212","SALT LAKE CITY","4","5","23C","300 S 600 W","2012-01-05T00:13:00.000","132","Z3","2012-01-05T00:13:00.000","2303-0","LARCENY","1887084","885181"
"SL20122307","SALT LAKE CITY","4","5","220","7 E 000 S","2012-01-05T08:40:00.000","133","Z3","2012-01-05T08:40:00.000","2202-0","BURGLARY","1891935","884424"
"SL20122309","SALT LAKE CITY","4","5","0","200 W 500 S","2012-01-05T08:47:00.000","134","Z3","2012-01-05T08:47:00.000","5399-87","PUBLIC PEACE","1890176","883639"
"SL20122294","SALT LAKE CITY","5","5","90C","100 W 1300 S","2012-01-05T08:11:00.000","152","Z5","2012-01-05T08:33:00.000","7299-3","MORALS-DECENCY","1890407","877434"
"SL20122286","SALT LAKE CITY","2","5","0","1100 W 300 S","2012-01-05T08:01:00.000","121","Z2","2012-01-05T08:01:00.000","5399-18","PUBLIC PEACE","1882348","885193"
"SL20122279","SALT LAKE CITY","1","5","0","700 N TERMINAL NORTHBOUND DR","2012-01-05T07:45:00.000","113","Z1","2012-01-05T07:48:00.000","7399-1","PUBLIC ORDER","1867036","893752"
"SL20122347","SALT LAKE CITY","4","5","23F","200 S 200 W","2012-01-05T10:00:00.000","132","Z3","2012-01-05T10:08:00.000","2305-0","LARCENY","1890253","885513"
"SL20122342","SALT LAKE CITY","1","5","90D","3800 W 1200 N","2012-01-05T09:08:00.000","113","Z1","2012-01-05T09:08:00.000","5403-0","TRAFFIC","1866371","897507"
"SL20122344","SALT LAKE CITY","5","5","0","400 W 1300 S","2012-01-05T10:00:00.000","152","Z5","2012-01-05T10:00:00.000","7399-1","PUBLIC ORDER","1888660","877500"
"SL20122306","SALT LAKE CITY","6","5","0","1900 E BRYAN AVE","2012-01-05T04:45:00.000","154","Z5","2012-01-05T08:37:00.000","5399-28","PUBLIC PEACE","1907426","875239"
"SL20122278","SALT LAKE CITY","4","5","0","600 S UNIVERSITY ST","2012-01-05T07:30:00.000","151","Z5","2012-01-05T08:34:00.000","5399-28","PUBLIC PEACE","1902527","882375"
"SL20122354","SALT LAKE CITY","7","5","120","900 E 2100 S","2012-01-05T10:28:00.000","162","Z6","2012-01-05T10:28:00.000","1203-0","ROBBERY","1899131","871528"
"SL20122305","SALT LAKE CITY","1","5","220","1000 N 1400 W","2012-01-05T08:30:00.000","111","Z1","2012-01-05T09:43:00.000","2203-0","BURGLARY","1880715","895586"
"SL20122320","SALT LAKE CITY","1","5","0","3700 WEST TERMINAL DRIVE","2012-01-05T09:18:00.000","113","Z1","2012-01-05T09:18:00.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL20122392","SALT LAKE CITY","4","5","35A","700 S 1300 E","2012-01-05T12:00:00.000","151","Z5","2012-01-05T12:06:00.000","3562-0","DRUGS","1902128","881374"
"SL20122317","SALT LAKE CITY","2","5","0","1500 W NORTH TEMPLE ST","2012-01-05T09:07:00.000","112","Z1","2012-01-05T09:07:00.000","7399-0","PUBLIC ORDER","1880060","888442"
"SL20122310","SALT LAKE CITY","2","5","23H","1100 S GLENDALE DR","2012-01-05T09:17:00.000","122","Z2","2012-01-05T09:17:00.000","2399-0","LARCENY","1880648","878267"
"SL20122403","SALT LAKE CITY","2","5","0","200 N 800 W","2012-01-05T12:00:00.000","112","Z1","2012-01-05T12:26:00.000","7399-6","PUBLIC ORDER","1885518","889744"
"SL20122397","SALT LAKE CITY","4","5","90Z","1000 E 100 S","2012-01-05T12:16:00.000","143","Z4","2012-01-05T12:16:00.000","5401-0","TRAFFIC","1900345","886709"
"SL20122367","SALT LAKE CITY","3","5","90Z","200 N 300 W","2012-01-05T11:00:00.000","131","Z3","2012-01-05T11:26:00.000","4902-0","ESCAPE","1889477","889491"
"SL20122402","SALT LAKE CITY","4","5","35B","600 S STATE ST","2012-01-05T12:23:00.000","135","Z3","2012-01-05T12:23:00.000","3550-0","DRUGS","1892680","882519"
"SL20122427","SALT LAKE CITY","4","5","23C","600 S STATE ST","2012-01-05T13:06:00.000","135","Z3","2012-01-05T13:06:00.000","2303-0","LARCENY","1892680","882519"
"SL20122333","SALT LAKE CITY","4","5","23F","100 W 300 S","2012-01-05T10:01:00.000","133","Z3","2012-01-05T10:01:00.000","2305-0","LARCENY","1890965","885220"
"SL20122343","SALT LAKE CITY","4","5","120","400 S WEST TEMPLE ST","2012-01-05T10:00:00.000","135","Z3","2012-01-05T10:00:00.000","1206-0","ROBBERY","1891041","884374"
"SL20122415","SALT LAKE CITY","7","5","0","1100 E CRANDALL AVE","2012-01-05T12:49:00.000","162","Z6","2012-01-05T12:49:00.000","7399-7","PUBLIC ORDER","1900880","865463"
"SL20122377","SALT LAKE CITY","5","5","0","1400 S WEST TEMPLE ST","2012-01-05T11:27:00.000","152","Z5","2012-01-05T11:27:00.000","5399-23","PUBLIC PEACE","1891008","876217"
"SL20122457","SALT LAKE CITY","4","5","90Z","200 S RIO GRANDE ST","2012-01-05T14:08:00.000","132","Z3","2012-01-05T14:08:00.000","4902-7","ESCAPE","1888297","885604"
"SL20122390","SALT LAKE CITY","5","5","0","1300 S STATE ST","2012-01-05T12:01:00.000","152","Z5","2012-01-05T12:01:00.000","5399-21","PUBLIC PEACE","1892599","877199"
"SL20122433","SALT LAKE CITY","1","5","0","3700 W TERMINAL WESTBOUND DR","2012-01-05T13:21:00.000","113","Z1","2012-01-05T13:21:00.000","7399-1","PUBLIC ORDER","1866560","893915"
"SL20122341","SALT LAKE CITY","5","5","90F","1000 S WEST TEMPLE ST","2012-01-05T09:51:00.000","152","Z5","2012-01-05T10:46:00.000","3899-9","FAMILY OFFENSES","1891020","879224"
"SL20122395","SALT LAKE CITY","1","5","0","500 N TERMINAL NORTHBOUND DR","2012-01-05T12:09:00.000","113","Z1","2012-01-05T13:59:00.000","5399-18","PUBLIC PEACE","1866905","891511"
"SL2012800027","SALT LAKE CITY","4","5","23B","100 E 300 S","2012-01-05T00:30:00.000","133","Z3","2012-01-05T14:41:00.000","2302-0","LARCENY","1892783","885213"
"SL20122500","SALT LAKE CITY","1","5","23F","700 N TERMINAL NORTHBOUND DR","2012-01-05T15:00:00.000","113","Z1","2012-01-05T15:00:00.000","2399-20","LARCENY","1867036","893752"
"SL20122470","SALT LAKE CITY","3","5","11B","1400 E MILITARY WAY","2012-01-05T14:26:00.000","141","Z4","2012-01-05T14:26:00.000","1112-0","SEXUAL ASSAULT","1904093","888404"
"SL20122489","SALT LAKE CITY","1","5","0","500 N TERMINAL NORTHBOUND DR","2012-01-05T14:56:00.000","113","Z1","2012-01-05T14:56:00.000","7399-6","PUBLIC ORDER","1866905","891511"
"SL20122573","SALT LAKE CITY","5","5","290","1300 S 300 E","2012-01-05T16:50:00.000","153","Z5","2012-01-05T16:50:00.000","2902-1","DAMAGED PROP","1894247","876936"
"SL20122409","SALT LAKE CITY","4","5","0","300 S 300 E","2012-01-05T12:41:00.000","133","Z3","2012-01-05T12:41:00.000","5499-8","TRAFFIC","1894214","884623"
"SL20122473","SALT LAKE CITY","1","5","0","2200 W OLD STATE ROAD 86","2012-01-05T14:30:00.000","113","Z1","2012-01-05T14:30:00.000","7399-25","PUBLIC ORDER","1873938","888436"
"SL20122613","SALT LAKE CITY","4","5","90Z","3300 SOUTH 700 WEST","2012-01-05T18:01:00.000","142","Z4","2012-01-05T18:01:00.000","4806-0","OBST POLICE","1894390","886000"
"SL20122639","SALT LAKE CITY","5","5","0","400 E COATSVILLE AVE","2012-01-05T18:41:00.000","161","Z6","2012-01-05T18:41:00.000","7399-5","PUBLIC ORDER","1895495","873711"
"SL20122657","SALT LAKE CITY","1","5","0","700 N REDWOOD RD","2012-01-05T19:17:00.000","111","Z1","2012-01-05T19:17:00.000","5499-12","TRAFFIC","1878505","893645"
"SL20122476","SALT LAKE CITY","5","5","0","200 W BROOKLYN AVE","2012-01-05T14:35:00.000","152","Z5","2012-01-05T14:35:00.000","7399-1","PUBLIC ORDER","1889816","879382"
"SL20122636","WEST VALLEY CITY","SL","5","0","3400 S REDWOOD RD","2012-01-05T18:32:00.000","43","43","2012-01-05T19:32:00.000","5499-7","TRAFFIC","1878592","861332"
"SL20122594","SALT LAKE CITY","5","5","0","1400 S ROBERTA ST","2012-01-05T17:23:00.000","152","Z5","2012-01-05T17:23:00.000","7399-3","PUBLIC ORDER","1893777","876250"
"SL20122597","SALT LAKE CITY","3","5","90Z","300 N C ST","2012-01-05T17:28:00.000","141","Z4","2012-01-05T17:28:00.000","3599-2","DRUGS","1894840","890813"
"SL20122648","SALT LAKE CITY","2","5","35A","300 S REDWOOD RD","2012-01-05T18:59:00.000","124","Z2","2012-01-05T18:59:00.000","3562-0","DRUGS","1878557","885227"
"SL20122546","SALT LAKE CITY","1","5","0","3700 N TERMINAL DR","2012-01-05T16:02:00.000","113","Z1","2012-01-05T16:02:00.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL20122525","SALT LAKE CITY","4","5","11A","200 S RIO GRANDE ST","2012-01-05T15:26:00.000","132","Z3","2012-01-05T15:26:00.000","1122-0","SEXUAL ASSAULT","1888238","885862"
"SL20122533","SALT LAKE CITY","7","5","0","2100 S 1200 E","2012-01-05T15:41:00.000","163","Z6","2012-01-05T15:41:00.000","7399-3","PUBLIC ORDER","1901299","871536"
"SL20122692","SALT LAKE CITY","1","5","0","700 N TERMINAL NORTHBOUND DR","2012-01-05T19:50:00.000","113","Z1","2012-01-05T19:53:00.000","5499-84","TRAFFIC","1867036","893752"
"SL20122572","SALT LAKE CITY","5","5","23D","900 S MAIN ST","2012-01-05T16:49:00.000","152","Z5","2012-01-05T16:49:00.000","2308-0","LARCENY","1891876","879527"
"SL20122591","SALT LAKE CITY","2","5","90Z","1000 W 400 S","2012-01-05T17:19:00.000","121","Z2","2012-01-05T17:19:00.000","3699-1","SEXUAL OFFENSE","1883529","884456"
"SL20122592","SALT LAKE CITY","4","5","90J","500 W 300 S","2012-01-05T17:48:00.000","132","Z3","2012-01-05T17:48:00.000","5707-0","INV OF PRIVACY","1887808","885232"
"SL20122606","SALT LAKE CITY","4","5","0","300 E 200 S","2012-01-05T17:40:00.000","142","Z4","2012-01-05T17:40:00.000","7399-5","PUBLIC ORDER","1894390","886000"
"SL20122652","SALT LAKE CITY","5","5","13B","900 S MAIN ST","2012-01-05T19:06:00.000","152","Z5","2012-01-05T19:06:00.000","1313-0","ASSAULT","1891876","879527"
"SL20122408","SALT LAKE CITY","7","5","90G","2100 S HIGHLAND DR","2012-01-05T12:34:00.000","163","Z6","2012-01-05T14:16:00.000","4104-0","LIQUOR","1900563","871227"
"SL20122425","SALT LAKE CITY","7","5","90G","900 E 2100 S","2012-01-05T13:04:00.000","162","Z6","2012-01-05T13:04:00.000","4104-0","LIQUOR","1899069","871558"
"SL20122462","SALT LAKE CITY","1","5","0","1400 W GOODWIN AVE","2012-01-05T14:15:00.000","111","Z1","2012-01-05T14:15:00.000","5399-86","PUBLIC PEACE","1880737","896579"
"SL20122588","SALT LAKE CITY","4","5","13A","200 S RIO GRANDE ST","2012-01-05T19:01:00.000","132","Z3","2012-01-05T19:01:00.000","1306-0","ASSAULT","1888238","885862"
"SL20122622","SALT LAKE CITY","4","5","90E","200 S RIO GRANDE ST","2012-01-05T18:10:00.000","132","Z3","2012-01-05T18:30:00.000","7399-26","PUBLIC ORDER","1888298","885862"
"SL20122676","SALT LAKE CITY","1","5","0","500 N TERMINAL NORTHBOUND DR","2012-01-05T20:03:00.000","113","Z1","2012-01-05T20:03:00.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL20122650","SALT LAKE CITY","4","5","0","300 S 500 W","2012-01-05T19:02:00.000","132","Z3","2012-01-05T19:02:00.000","5399-28","PUBLIC PEACE","1887873","884495"
"SL20122655","SALT LAKE CITY","7","5","23C","1100 E WILMINGTON AVE","2012-01-05T19:00:00.000","163","Z6","2012-01-05T19:11:00.000","2303-0","LARCENY","1901032","870773"
"SL20122731","SALT LAKE CITY","2","5","0","400 S REDWOOD RD","2012-01-05T21:57:00.000","124","Z2","2012-01-05T21:57:00.000","5499-6","TRAFFIC","1878555","884444"
"SL20122738","SALT LAKE CITY","1","5","0","700 N TERMINAL NORTHBOUND DR","2012-01-05T22:46:00.000","113","Z1","2012-01-05T22:46:00.000","5499-84","TRAFFIC","1867036","893752"
"SL20122743","SOUTH JORDAN","SL","5","90Z","10000 S IFIFTEEN FWY","2012-01-05T22:51:00.000","49","49","2012-01-05T22:51:00.000","5499-0","TRAFFIC","1889467","814795"
"SL20122680","SALT LAKE CITY","4","5","0","1000 E SOUTH TEMPLE ST","2012-01-05T20:11:00.000","143","Z4","2012-01-05T20:11:00.000","7399-0","PUBLIC ORDER","1900209","887500"
"SL20122693","SALT LAKE CITY","1","5","220","1300 N GARNETTE ST","2012-01-05T20:27:00.000","111","Z1","2012-01-05T20:27:00.000","2202-0","BURGLARY","1879671","897851"
"SL20122663","SALT LAKE CITY","1","5","35A","300 N 1300 W","2012-01-05T19:29:00.000","112","Z1","2012-01-05T23:49:00.000","3572-0","DRUGS","1881521","890636"
"SL20122740","SALT LAKE CITY","1","5","90Z","200 N NEW STAR DR","2012-01-05T22:50:00.000","113","Z1","2012-01-05T22:50:00.000","4902-0","ESCAPE","1877840","889591"
"SL20122553","SALT LAKE CITY","2","5","13B","1100 W 300 S","2012-01-05T16:00:00.000","121","Z2","2012-01-05T16:00:00.000","1313-0","ASSAULT","1882988","885191"
"SL20122554","SALT LAKE CITY",,"5","23H","700 W 600 N","2012-01-05T16:20:00.000",,,"2012-01-05T16:20:00.000","2399-18","LARCENY",,
"SL20122569","SALT LAKE CITY","1","5","0","700 N COLORADO ST","2012-01-05T16:46:00.000","111","Z1","2012-01-05T16:46:00.000","5399-28","PUBLIC PEACE","1881228","893281"
"SL20122625","SALT LAKE CITY","2","5","90Z","500 N GRANT ST","2012-01-05T18:09:00.000","112","Z1","2012-01-05T18:09:00.000","4902-0","ESCAPE","1885984","891806"
"SL20122629","SALT LAKE CITY","1","5","0","900 N 900 W","2012-01-05T18:13:00.000","111","Z1","2012-01-05T18:13:00.000","5399-28","PUBLIC PEACE","1884807","894879"
"SL20122653","SALT LAKE CITY","2","5","90Z","1900 W NORTH TEMPLE ST","2012-01-05T19:05:00.000","113","Z1","2012-01-05T19:05:00.000","3599-2","DRUGS","1875968","888398"
"SL20122691","SALT LAKE CITY","1","5","90Z","300 N 1300 W","2012-01-05T19:29:00.000","112","Z1","2012-01-05T20:00:00.000","4803-0","OBST POLICE","1881521","890636"
"SL20122701","SALT LAKE CITY","4","5","23C","400 S 500 E","2012-01-05T20:39:00.000","144","Z4","2012-01-05T20:39:00.000","2303-0","LARCENY","1895856","883946"
"SL20122709","SALT LAKE CITY","1","5","11A","900 N 900 W","2012-01-05T21:09:00.000","111","Z1","2012-01-05T21:09:00.000","1103-0","SEXUAL ASSAULT","1884806","894760"
"SL20122734","SALT LAKE CITY","4","5","90C","300 S 300 W","2012-01-05T22:12:00.000","132","Z3","2012-01-05T23:00:00.000","7299-3","MORALS-DECENCY","1889517","884579"
"SL20122760","SALT LAKE CITY","4","5","0","00 E 200 S","2012-01-05T23:27:00.000","133","Z3","2012-01-05T23:27:00.000","7399-1","PUBLIC ORDER","1892039","886009"
"SL20122730","SALT LAKE CITY","4","5","90Z","300 S 300 E","2012-01-05T21:50:00.000","142","Z4","2012-01-05T21:50:00.000","5309-0","PUBLIC PEACE","1894276","884972"
"SL20122763","SALT LAKE CITY","4","5","23F","00 E 600 S","2012-01-05T22:30:00.000","135","Z3","2012-01-05T23:29:00.000","2305-0","LARCENY","1892068","882780"
"SL20122793","SALT LAKE CITY","4","5","23F","700 S STATE ST","2012-01-05T23:20:00.000","135","Z3","2012-01-06T00:46:00.000","2305-0","LARCENY","1892617","881581"
"SL20122819","SALT LAKE CITY","1","5","90Z","300 N 1300 W","2012-01-05T23:47:00.000","112","Z1","2012-01-06T02:07:00.000","4902-0","ESCAPE","1881521","890636"
"SL20122729","SALT LAKE CITY","4","5","26A","700 E 300 S","2012-01-05T21:52:00.000","143","Z4","2012-01-05T21:52:00.000","2602-0","FRAUD","1897980","885134"
"SL20122316","SALT LAKE CITY","5","5","0","1300 S STATE ST","2012-01-05T09:02:00.000","152","Z5","2012-01-05T09:02:00.000","5499-8","TRAFFIC","1892600","877443"
"SL20122464","SALT LAKE CITY","7","5","90Z","2100 S 1700 E","2012-01-05T14:18:00.000","163","Z6","2012-01-05T14:18:00.000","3699-1","SEXUAL OFFENSE","1905397","871097"
"SL20122419","SALT LAKE CITY","3","5","90J","200 N 300 W","2012-01-05T12:50:00.000","131","Z3","2012-01-05T13:11:00.000","5707-0","INV OF PRIVACY","1889477","889491"
"SL20122627","SALT LAKE CITY","4","5","35A","4900 S STATE ST","2012-01-05T10:45:00.000","142","Z4","2012-01-06T14:57:00.000","3512-0","DRUGS","1894609","887523"
"SL2012800030","SALT LAKE CITY","4","5","23H","700 S 600 E","2012-01-05T19:00:00.000","144","Z4","2012-01-06T08:51:00.000","2399-18","LARCENY","1896581","881810"
"SL2012800029","SALT LAKE CITY","4","5","23F","200 S 200 W","2012-01-05T18:40:00.000","132","Z3","2012-01-05T21:44:00.000","2305-0","LARCENY","1890255","885974"
"SL20122880","SALT LAKE CITY","4","5","23C","100 S 1300 E","2012-01-05T19:03:00.000","143","Z4","2012-01-06T07:44:00.000","2303-0","LARCENY","1902149","886130"
"SL20122757","SALT LAKE CITY","7","5","23H","700 E 2100 S","2012-01-05T23:23:00.000","162","Z6","2012-01-05T23:23:00.000","2309-0","LARCENY","1897991","871563"
"SL20122518","SALT LAKE CITY","4","5","290","200 E 200 S","2012-01-05T06:40:00.000","133","Z3","2012-01-05T06:40:00.000","2901-0","DAMAGED PROP","1893860","885942"
