"case","city","council","day_of_week","ibr_code","location","occ_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL20121089","SALT LAKE CITY","4","2","23F","200 S 200 W","2012-01-02T21:00:00.000","132","Z3","2012-01-03T02:07:00.000","2305-0","LARCENY","1890255","885974"
"SL20121015","SALT LAKE CITY","7","2","23D","2600 S DEARBORN ST","2012-01-02T21:55:00.000","163","Z6","2012-01-02T21:55:00.000","2308-0","LARCENY","1903482","867131"
"SL20121780","SALT LAKE CITY","2","2","23D","1000 S 4400 W","2012-01-02T03:00:00.000","124","Z2","2012-01-04T11:38:00.000","2308-0","LARCENY","1862671","879832"
"SL2012742","SALT LAKE CITY","4","2","90Z","100 W 500 S","2012-01-02T12:08:00.000","135","Z3","2012-01-02T12:08:00.000","4902-0","ESCAPE","1890519","883578"
"SL20121996","SALT LAKE CITY","5","2","26B","300 E HARRISON AVE","2012-01-02T18:00:00.000","153","Z5","2012-01-04T17:09:00.000","2605-0","FRAUD","1894821","876812"
"SL20121030","SALT LAKE CITY","4","2","0","400 S WEST TEMPLE ST","2012-01-02T22:30:00.000","135","Z3","2012-01-02T22:30:00.000","5499-8","TRAFFIC","1891041","884374"
"SL20122052","SALT LAKE CITY","5","2","90I","1200 S 700 E","2012-01-02T13:00:00.000","153","Z5","2012-01-04T17:48:00.000","5324-0","PUBLIC PEACE","1897416","877738"
"SL2012849","SALT LAKE CITY","4","2","90J","500 W 300 S","2012-01-02T15:30:00.000","132","Z3","2012-01-02T15:30:00.000","5707-0","INV OF PRIVACY","1887858","885232"
"SL20122942","SALT LAKE CITY","2","2","23H","100 N 800 W","2012-01-02T18:00:00.000","112","Z1","2012-01-06T11:13:00.000","2310-0","LARCENY","1885574","888810"
"SL2012718","SALT LAKE CITY","4","2","90C","200 S RIO GRANDE ST","2012-01-02T11:24:00.000","132","Z3","2012-01-02T11:24:00.000","5399-12","PUBLIC PEACE","1888237","885659"
"SL2012860","SALT LAKE CITY","7","2","23G","1600 E STRATFORD AVE","2012-01-02T15:43:00.000","163","Z6","2012-01-02T15:43:00.000","2304-0","LARCENY","1904612","867850"
"SL20124712","SALT LAKE CITY","2","2","90A","700 W 2100 S","2012-01-02T12:00:00.000","123","Z2","2012-01-09T16:47:00.000","2606-0","FRAUD","1886021","871618"
"SL20124967","SALT LAKE CITY","6","2","220","1700 E GARFIELD AVE","2012-01-02T02:30:00.000","163","Z6","2012-01-10T08:02:00.000","2202-0","BURGLARY","1905432","873108"
"SL2012725","SALT LAKE CITY","4","2","0","100 S MAIN ST","2012-01-02T11:37:00.000","133","Z3","2012-01-02T11:37:00.000","5499-8","TRAFFIC","1891902","886550"
"SL201213458","SALT LAKE CITY","1","2","240","600 N 3800 W","2012-01-02T12:00:00.000","113","Z1","2012-01-24T10:53:00.000","2411-0","STOLEN VEHICLE","1866598","892793"
"SL201214063","SALT LAKE CITY","7","2","26B","2200 S 1300 E","2012-01-02T21:30:00.000","163","Z6","2012-01-25T15:20:00.000","2605-0","FRAUD","1902127","870619"
"SL2012800136","SALT LAKE CITY","6","2","23H","1300 S FOOTHILL DR","2012-01-02T22:25:00.000","154","Z5","2012-01-23T19:50:00.000","2309-0","LARCENY","1909656","877120"
"SL2012800696","SALT LAKE CITY","3","2","23D","700 E 7TH AVE","2012-01-02T12:10:00.000","141","Z4","2012-08-03T12:16:00.000","2308-0","LARCENY","1898551","890483"
"SL20121072","SALT LAKE CITY","1","3","90Z","600 N WRIGHT BROS DR","2012-01-03T01:08:00.000","113","Z1","2012-01-03T01:21:00.000","4902-0","ESCAPE","1866905","891511"
"SL20121075","SALT LAKE CITY","4","3","290","300 E 500 S","2012-01-03T01:13:00.000","144","Z4","2012-01-03T01:13:00.000","2999-1","DAMAGED PROP","1894264","883564"
"SL20121100","SALT LAKE CITY","7","3","23D","1100 E ASHTON AVE","2012-01-03T03:21:00.000","162","Z6","2012-01-03T03:21:00.000","2308-0","LARCENY","1900708","869772"
"SL20121102","SALT LAKE CITY","5","3","0","1200 S MAIN ST","2012-01-03T03:44:00.000","152","Z5","2012-01-03T03:44:00.000","7399-1","PUBLIC ORDER","1891808","877611"
"SL20121143","SALT LAKE CITY","1","3","240","1100 N BUCCANEER DR","2012-01-03T07:45:00.000","111","Z1","2012-01-03T07:48:00.000","2499-13","STOLEN VEHICLE","1882588","896571"
"SL20121150","SALT LAKE CITY","1","3","0","700 N TERMINAL DR","2012-01-03T06:00:00.000","113","Z1","2012-01-03T08:12:00.000","5499-84","TRAFFIC","1865746","891599"
"SL20121142","SALT LAKE CITY","4","3","240","100 W 300 S","2012-01-03T07:50:00.000","133","Z3","2012-01-03T07:50:00.000","2499-13","STOLEN VEHICLE","1890965","885220"
"SL20121153","SALT LAKE CITY","4","3","0","300 E 200 S","2012-01-03T08:31:00.000","142","Z4","2012-01-03T08:31:00.000","5399-28","PUBLIC PEACE","1894390","886000"
"SL20121159","SALT LAKE CITY","2","3","0","900 W 500 S","2012-01-03T08:40:00.000","121","Z2","2012-01-03T08:53:00.000","2499-14","STOLEN VEHICLE","1884227","883601"
"SL20121139","SALT LAKE CITY","2","3","0","1200 S CONCORD ST","2012-01-03T07:00:00.000","122","Z2","2012-01-03T08:45:00.000","7399-24","PUBLIC ORDER","1881867","878083"
"SL20121145","SALT LAKE CITY","7","3","23F","1000 E SUGARMONT DR","2012-01-03T07:50:00.000","162","Z6","2012-01-03T08:01:00.000","2305-0","LARCENY","1900088","870474"
"SL20121154","SALT LAKE CITY","1","3","0","3700 WEST TERMINAL DRIVE","2012-01-03T08:31:00.000","113","Z1","2012-01-03T08:31:00.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL20121178","SALT LAKE CITY","4","3","23F","100 W 600 S","2012-01-03T09:20:00.000","135","Z3","2012-01-03T09:20:00.000","2305-0","LARCENY","1890585","882786"
"SL20121185","SALT LAKE CITY","4","3","23G","200 E 300 S","2012-01-03T09:15:00.000","133","Z3","2012-01-03T09:26:00.000","2304-0","LARCENY","1893807","885150"
"SL20121189","SALT LAKE CITY","1","3","0","3700 W TERMINAL WESTBOUND DR","2012-01-03T09:30:00.000","113","Z1","2012-01-03T09:38:00.000","7399-1","PUBLIC ORDER","1866560","893915"
"SL20121201","SALT LAKE CITY","4","3","35B","300 S 400 W","2012-01-03T09:56:00.000","132","Z3","2012-01-03T09:56:00.000","3550-0","DRUGS","1888726","884765"
"SL20121118","SALT LAKE CITY","2","3","23D","700 W NORTH TEMPLE ST","2012-01-03T05:46:00.000","112","Z1","2012-01-03T05:46:00.000","2308-0","LARCENY","1885901","888419"
"SL20121220","SALT LAKE CITY","4","3","0","200 S STATE ST","2012-01-03T10:35:00.000","133","Z3","2012-01-03T10:35:00.000","5499-12","TRAFFIC","1892692","885599"
"SL20121227","SALT LAKE CITY","2","3","23H","1400 S 4800 W","2012-01-03T10:43:00.000","124","Z2","2012-01-03T10:43:00.000","2309-0","LARCENY","1860065","876697"
"SL20121250","SALT LAKE CITY","2","3","0","600 S 1200 W","2012-01-03T11:24:00.000","121","Z2","2012-01-03T11:24:00.000","2499-14","STOLEN VEHICLE","1882178","882221"
"SL20121251","SALT LAKE CITY","2","3","0","300 S CONCORD ST","2012-01-03T11:25:00.000","121","Z2","2012-01-03T12:26:00.000","2499-14","STOLEN VEHICLE","1881880","885111"
"SL20121246","SALT LAKE CITY","4","3","40A","200 W 600 S","2012-01-03T11:06:00.000","134","Z3","2012-01-03T11:06:00.000","4004-4","COMMERCIAL SEX","1890034","882818"
"SL20121240","SALT LAKE CITY","1","3","0","700 N TERMINAL DR","2012-01-03T10:50:00.000","113","Z1","2012-01-03T10:57:00.000","5399-28","PUBLIC PEACE","1865746","891599"
"SL20121235","SALT LAKE CITY","3","3","90I","800 W 700 N","2012-01-03T08:00:00.000","111","Z1","2012-01-03T10:48:00.000","5324-0","PUBLIC PEACE","1885127","893105"
"SL20121210","SALT LAKE CITY","4","3","0","400 E 200 S","2012-01-03T10:12:00.000","142","Z4","2012-01-03T10:12:00.000","7399-6","PUBLIC ORDER","1895066","885937"
"SL20121297","SALT LAKE CITY","1","3","240","700 N TERMINAL NORTHBOUND DR","2012-01-03T12:41:00.000","113","Z1","2012-01-03T12:41:00.000","2499-13","STOLEN VEHICLE","1866989","893715"
"SL20121300","SALT LAKE CITY","7","3","0","2100 S 1700 E","2012-01-03T12:47:00.000","163","Z6","2012-01-03T12:47:00.000","5499-5","TRAFFIC","1905397","871199"
"SL20121169","SALT LAKE CITY","3","3","90J","400 E SOUTH TEMPLE ST","2012-01-03T09:05:00.000","141","Z4","2012-01-03T09:05:00.000","5707-0","INV OF PRIVACY","1895682","887579"
"SL20121236","SALT LAKE CITY","1","3","90I","00 N TOMMY THOMPSON RD","2012-01-03T10:45:00.000","113","Z1","2012-01-03T10:45:00.000","5324-0","PUBLIC PEACE","1860977","888192"
"SL20121336","SALT LAKE CITY","2","3","0","800 W 100 S","2012-01-03T14:00:00.000","121","Z2","2012-01-03T14:00:00.000","2499-14","STOLEN VEHICLE","1885340","886797"
"SL20121303","SALT LAKE CITY","1","3","0","1900 N 2200 W","2012-01-03T12:40:00.000","113","Z1","2012-01-03T12:46:00.000","7399-1","PUBLIC ORDER","1874629","902290"
"SL20121325","SALT LAKE CITY","5","3","290","1800 S STATE ST","2012-01-03T13:22:00.000","161","Z6","2012-01-03T13:22:00.000","2902-1","DAMAGED PROP","1892645","873312"
"SL20121334","SALT LAKE CITY","5","3","40A","1300 S STATE ST","2012-01-03T13:52:00.000","152","Z5","2012-01-03T13:52:00.000","4004-3","COMMERCIAL SEX","1892659","877190"
"SL20121377","SALT LAKE CITY","4","3","13B","500 W 100 S","2012-01-03T14:59:00.000","132","Z3","2012-01-03T14:59:00.000","1313-0","ASSAULT","1887615","886818"
"SL20121405","SALT LAKE CITY","2","3","0","1500 S BENNETT RD","2012-01-03T15:53:00.000","124","Z2","2012-01-03T15:53:00.000","5499-12","TRAFFIC","1875903","875296"
"SL20121410","SALT LAKE CITY","4","3","0","300 E 200 S","2012-01-03T09:00:00.000","142","Z4","2012-01-03T15:57:00.000","7399-5","PUBLIC ORDER","1894390","886000"
"SL20121413","SALT LAKE CITY","2","3","90Z","400 S 900 W","2012-01-03T16:03:00.000","121","Z2","2012-01-03T17:04:00.000","5401-0","TRAFFIC","1884704","884410"
"SL20121127","SALT LAKE CITY","2","3","220","900 S PIONEER RD","2012-01-03T06:30:00.000","124","Z2","2012-01-03T06:30:00.000","2203-0","BURGLARY","1873251","879919"
"SL20121477","SALT LAKE CITY","1","3","0","500 N TERMINAL NORTHBOUND DR","2012-01-03T18:07:00.000","113","Z1","2012-01-03T18:07:00.000","7399-1","PUBLIC ORDER","1866905","891511"
"SL20121215","SALT LAKE CITY","2","3","0","1100 W 400 S","2012-01-03T10:23:00.000","121","Z2","2012-01-03T10:23:00.000","7399-3","PUBLIC ORDER","1882649","884399"
"SL20121257","SALT LAKE CITY","5","3","90Z","1300 S 300 W","2012-01-03T11:37:00.000","152","Z5","2012-01-03T12:38:00.000","4902-0","ESCAPE","1889429","877457"
"SL20121265","SALT LAKE CITY","7","3","290","1000 E 2100 S","2012-01-03T12:26:00.000","162","Z6","2012-01-03T12:46:00.000","2901-0","DAMAGED PROP","1900166","871553"
"SL20121281","SALT LAKE CITY","4","3","0","200 S WEST TEMPLE ST","2012-01-03T12:21:00.000","133","Z3","2012-01-03T12:21:00.000","7399-5","PUBLIC ORDER","1891047","885912"
"SL20121284","SALT LAKE CITY","4","3","90J","00 S RIO GRANDE ST","2012-01-03T12:23:00.000","132","Z3","2012-01-03T12:23:00.000","5707-0","INV OF PRIVACY","1888298","886997"
"SL20121382","SALT LAKE CITY","4","3","0","500 E 400 S","2012-01-03T14:45:00.000","142","Z4","2012-01-03T15:10:00.000","7399-5","PUBLIC ORDER","1896159","884408"
"SL20121289","SALT LAKE CITY","2","3","0","800 W NORTH TEMPLE ST","2012-01-03T12:30:00.000","112","Z1","2012-01-03T12:44:00.000","7399-1","PUBLIC ORDER","1885032","888363"
"SL20121290","SALT LAKE CITY","5","3","23C","300 W HOPE AVE","2012-01-03T12:31:00.000","152","Z5","2012-01-03T12:31:00.000","2303-0","LARCENY","1889051","876511"
"SL20121308","SALT LAKE CITY","1","3","90F","500 N SIR PHILIP DR","2012-01-03T12:52:00.000","113","Z1","2012-01-03T13:16:00.000","3806-0","FAMILY OFFENSES","1876178","892393"
"SL20121310","SALT LAKE CITY","4","3","0","500 S 500 E","2012-01-03T13:03:00.000","144","Z4","2012-01-03T13:35:00.000","7399-3","PUBLIC ORDER","1895854","883455"
"SL20121327","SALT LAKE CITY","4","3","0","100 S 1300 E","2012-01-03T13:32:00.000","143","Z4","2012-01-03T13:32:00.000","5399-23","PUBLIC PEACE","1902150","886480"
"SL20121331","SALT LAKE CITY","1","3","13B","900 W NORTH TEMPLE ST","2012-01-03T13:48:00.000","112","Z1","2012-01-03T13:48:00.000","1313-0","ASSAULT","1884190","888426"
"SL20121376","SALT LAKE CITY","4","3","0","700 S 400 E","2012-01-03T14:59:00.000","144","Z4","2012-01-03T14:59:00.000","7399-1","PUBLIC ORDER","1894996","881663"
"SL20121378","SALT LAKE CITY","4","3","0","200 S WEST TEMPLE ST","2012-01-03T15:04:00.000","133","Z3","2012-01-03T15:04:00.000","7399-1","PUBLIC ORDER","1891047","885912"
"SL20121396","SALT LAKE CITY","5","3","90G","1600 S MAJOR ST","2012-01-03T15:34:00.000","152","Z5","2012-01-03T15:34:00.000","4104-0","LIQUOR","1892197","874984"
"SL20121384","SALT LAKE CITY","7","3","35B","2100 S HIGHLAND DR","2012-01-03T15:14:00.000","163","Z6","2012-01-03T15:14:00.000","3550-0","DRUGS","1900563","871168"
"SL20121081","SALT LAKE CITY","4","3","90J","100 E 800 S","2012-01-03T01:27:00.000","135","Z3","2012-01-03T01:27:00.000","5707-0","INV OF PRIVACY","1893271","881250"
"SL20121355","SALT LAKE CITY","2","3","0","500 S FULTON ST","2012-01-03T14:24:00.000","124","Z2","2012-01-03T14:24:00.000","7399-99","PUBLIC ORDER","1871987","883244"
"SL20121356","SALT LAKE CITY","1","3","0","900 N 1500 W","2012-01-03T14:30:00.000","111","Z1","2012-01-03T14:30:00.000","5399-21","PUBLIC PEACE","1880158","894931"
"SL20121483","SALT LAKE CITY","1","3","90C","1100 W 600 N","2012-01-03T18:27:00.000","111","Z1","2012-01-03T18:27:00.000","5399-12","PUBLIC PEACE","1882583","892384"
"SL20121518","SALT LAKE CITY","1","3","0","700 N TERMINAL NORTHBOUND DR","2012-01-03T19:48:00.000","113","Z1","2012-01-03T19:48:00.000","7399-1","PUBLIC ORDER","1867036","893752"
"SL20121501","SALT LAKE CITY","6","3","0","1600 E EMERSON AVE","2012-01-03T19:02:00.000","154","Z5","2012-01-03T19:02:00.000","7399-25","PUBLIC ORDER","1904913","875817"
"SL20121454","SALT LAKE CITY","1","3","0","3700 W TERMINAL WESTBOUND DR","2012-01-03T17:22:00.000","113","Z1","2012-01-03T17:22:00.000","7399-1","PUBLIC ORDER","1866560","893915"
"SL20121579","SALT LAKE CITY","6","3","23G","1300 S 2100 E","2012-01-03T22:26:00.000","154","Z5","2012-01-03T22:26:00.000","2304-0","LARCENY","1908589","876863"
"SL20121499","SALT LAKE CITY","5","3","90Z","1300 S ROBERTA ST","2012-01-03T18:56:00.000","152","Z5","2012-01-03T18:56:00.000","5309-1","PUBLIC PEACE","1893810","877002"
"SL20121506","SALT LAKE CITY","4","3","90Z","00 S 900 E","2012-01-03T19:40:00.000","143","Z4","2012-01-03T19:54:00.000","4803-0","OBST POLICE","1899040","886950"
"SL20121523","SALT LAKE CITY","4","3","90G","200 E 400 S","2012-01-03T20:08:00.000","135","Z3","2012-01-03T20:08:00.000","4104-0","LIQUOR","1893540","884358"
"SL20121525","SALT LAKE CITY","4","3","23C","100 S 300 E","2012-01-03T20:12:00.000","142","Z4","2012-01-03T20:12:00.000","2303-0","LARCENY","1894282","886655"
"SL20121380","SALT LAKE CITY","7","3","13C","2200 S 800 E","2012-01-03T15:06:00.000","162","Z6","2012-01-03T15:06:00.000","1316-1","ASSAULT","1898114","870161"
"SL20121588","SALT LAKE CITY","4","3","90D","600 E 300 S","2012-01-03T23:02:00.000","142","Z4","2012-01-03T23:02:00.000","5404-0","TRAFFIC","1897018","885137"
"SL20121516","SALT LAKE CITY","7","3","23E","800 E 2100 S","2012-01-03T19:36:00.000","162","Z6","2012-01-03T19:36:00.000","2307-0","LARCENY","1898582","871561"
"SL20121528","SALT LAKE CITY","3","3","0","600 N GRANT ST","2012-01-03T20:22:00.000","111","Z1","2012-01-03T20:22:00.000","5399-18","PUBLIC PEACE","1885920","892976"
"SL20121583","SALT LAKE CITY","5","3","220","1400 S WEST TEMPLE ST","2012-01-03T22:38:00.000","152","Z5","2012-01-03T22:38:00.000","2204-0","BURGLARY","1891008","876217"
"SL20121473","SALT LAKE CITY","7","3","0","2100 S 1300 E","2012-01-03T18:00:00.000","163","Z6","2012-01-03T18:00:00.000","5399-23","PUBLIC PEACE","1902089","871422"
"SL20121570","SALT LAKE CITY","4","3","250","800 E 800 S","2012-01-03T21:30:00.000","151","Z5","2012-01-04T00:34:00.000","2506-0","FORGERY","1898760","881171"
"SL20121590","SALT LAKE CITY","4","3","90Z","800 E 800 S","2012-01-03T21:45:00.000","151","Z5","2012-01-03T22:56:00.000","4902-0","ESCAPE","1898760","881171"
"SL20121129","SALT LAKE CITY","L","3","90Z","BLAINE AVE / FOOTHILL DR","2012-01-03T06:37:00.000","163","Z6","2012-01-03T06:37:00.000","5401-0","TRAFFIC","1911636","874142"
"SL20121164","SALT LAKE CITY","4","3","0","300 S EDISON ST","2012-01-03T08:48:00.000","133","Z3","2012-01-03T08:48:00.000","5499-7","TRAFFIC","1893093","885206"
"SL20121434","SALT LAKE CITY","4","3","0","00 E 400 S","2012-01-03T16:57:00.000","135","Z3","2012-01-03T16:57:00.000","5499-8","TRAFFIC","1892338","884363"
"SL20121161","SALT LAKE CITY","4","3","0","700 E 700 S","2012-01-03T08:46:00.000","151","Z5","2012-01-03T08:46:00.000","5499-8","TRAFFIC","1897410","881967"
"SL20121228","SALT LAKE CITY","4","3","0","600 S 300 E","2012-01-03T11:03:00.000","135","Z3","2012-01-03T11:03:00.000","5499-8","TRAFFIC","1894206","882398"
"SL20121507","SALT LAKE CITY","4","3","13B","300 W SOUTH TEMPLE ST","2012-01-03T19:25:00.000","132","Z3","2012-01-03T19:25:00.000","1313-0","ASSAULT","1889476","887543"
"SL20121599","SALT LAKE CITY","1","3","0","1200 N CAPISTRANO DR","2012-01-03T23:18:00.000","111","Z1","2012-01-03T23:18:00.000","7399-3","PUBLIC ORDER","1882865","897478"
"SL20121602","SALT LAKE CITY","1","3","0","400 N WALNUT CIR","2012-01-03T23:26:00.000","112","Z1","2012-01-03T23:26:00.000","5399-28","PUBLIC PEACE","1880374","890816"
"SL20121066","SALT LAKE CITY","4","3","0","200 S STATE ST","2012-01-03T00:27:00.000","133","Z3","2012-01-03T00:27:00.000","7399-1","PUBLIC ORDER","1892633","885810"
"SL20121110","SALT LAKE CITY","4","3","13B","7 E 000 S","2012-01-03T04:15:00.000","133","Z3","2012-01-03T04:15:00.000","1313-0","ASSAULT","1891935","884424"
"SL20121279","SALT LAKE CITY","1","3","0","2200 W NORTH TEMPLE ST","2012-01-03T12:16:00.000","113","Z1","2012-01-03T12:16:00.000","5499-6","TRAFFIC","1874518","888463"
"SL20121707","SALT LAKE CITY","7","3","90J","2100 S 1700 E","2012-01-03T16:45:00.000","163","Z6","2012-01-04T08:15:00.000","5707-0","INV OF PRIVACY","1905397","871097"
"SL20121359","SALT LAKE CITY","4","3","90Z","300 S 500 W","2012-01-03T14:37:00.000","132","Z3","2012-01-03T14:37:00.000","4902-0","ESCAPE","1887876","885178"
"SL20121366","SALT LAKE CITY","4","3","35B","300 S 500 W","2012-01-03T14:37:00.000","132","Z3","2012-01-03T14:37:00.000","3550-0","DRUGS","1887876","885178"
"SL2012800017","SALT LAKE CITY","4","3","23F","200 S 200 W","2012-01-03T19:00:00.000","132","Z3","2012-01-03T22:53:00.000","2305-0","LARCENY","1890255","885974"
"SL2012800018","SALT LAKE CITY","4","3","23F","200 W 200 S","2012-01-03T21:15:00.000","132","Z3","2012-01-03T23:00:00.000","2305-0","LARCENY","1890027","886017"
"SL20121844","SALT LAKE CITY","5","3","240","800 E 900 S","2012-01-03T02:00:00.000","153","Z5","2012-01-04T12:55:00.000","2499-13","STOLEN VEHICLE","1898478","880380"
"SL20121554","SALT LAKE CITY","4","3","23F","200 W 100 S","2012-01-03T21:22:00.000","132","Z3","2012-01-03T21:22:00.000","2305-0","LARCENY","1890031","886809"
"SL20121563","SALT LAKE CITY","4","3","290","200 W 100 S","2012-01-03T21:22:00.000","132","Z3","2012-01-03T21:22:00.000","2902-0","DAMAGED PROP","1890031","886809"
"SL20121292","SALT LAKE CITY","4","3","90Z","400 E 400 S","2012-01-03T12:33:00.000","142","Z4","2012-01-03T12:33:00.000","4902-0","ESCAPE","1895480","884411"
"SL20121558","SALT LAKE CITY","4","3","250","800 E 800 S","2012-01-03T21:35:00.000","151","Z5","2012-01-03T21:35:00.000","2501-0","FORGERY","1898760","881171"
"SL20121738","SALT LAKE CITY","1","3","23D","1300 W 300 N","2012-01-03T19:00:00.000","112","Z1","2012-01-04T10:10:00.000","2308-0","LARCENY","1882184","890008"
"SL20121494","SALT LAKE CITY","4","3","0","100 S 300 W","2012-01-03T18:50:00.000","132","Z3","2012-01-03T18:50:00.000","5499-8","TRAFFIC","1889524","886271"
"SL20121472","SALT LAKE CITY","7","3","0","2400 S 700 E","2012-01-03T17:45:00.000","162","Z6","2012-01-03T17:45:00.000","5499-8","TRAFFIC","1897300","869057"
"SL20121460","SALT LAKE CITY","7","3","0","2700 S 700 E","2012-01-03T17:43:00.000","162","Z6","2012-01-03T17:43:00.000","5499-7","TRAFFIC","1897283","866828"
"SL20121474","SALT LAKE CITY","4","3","0","800 S STATE ST","2012-01-03T18:04:00.000","135","Z3","2012-01-03T18:04:00.000","5499-8","TRAFFIC","1892615","881195"
"SL2012800019","SALT LAKE CITY","4","3","23F","300 W 400 S","2012-01-03T21:00:00.000","132","Z3","2012-01-04T11:20:00.000","2305-0","LARCENY","1889463","884434"
"SL20121551","SALT LAKE CITY","5","3","23H","900 S MAIN ST","2012-01-03T21:15:00.000","152","Z5","2012-01-03T21:27:00.000","2399-0","LARCENY","1891876","879527"
"SL20121168","SALT LAKE CITY","4","3","90C","200 S RIO GRANDE ST","2012-01-03T09:00:00.000","132","Z3","2012-01-03T09:00:00.000","5311-0","PUBLIC PEACE","1888297","885699"
"SL20121455","SALT LAKE CITY","4","3","0","200 S WEST TEMPLE ST","2012-01-03T17:24:00.000","133","Z3","2012-01-03T17:24:00.000","5499-8","TRAFFIC","1891047","885971"
"SL20121566","SALT LAKE CITY","3","3","0","300 N H ST","2012-01-03T21:57:00.000","141","Z4","2012-01-03T21:57:00.000","5399-23","PUBLIC PEACE","1896916","890193"
"SL20121587","SALT LAKE CITY","4","3","23F","300 W 100 S","2012-01-03T16:30:00.000","132","Z3","2012-01-03T23:01:00.000","2305-0","LARCENY","1889473","886811"
"SL20121595","SALT LAKE CITY","4","3","0","600 S 600 E","2012-01-03T23:05:00.000","144","Z4","2012-01-03T23:05:00.000","7399-16","PUBLIC ORDER","1896643","882409"
"SL20121596","SALT LAKE CITY","4","3","23F","300 S WEST TEMPLE ST","2012-01-03T21:00:00.000","133","Z3","2012-01-03T23:47:00.000","2305-0","LARCENY","1891044","885178"
"SL20121130","SALT LAKE CITY","4","3","90Z","300 E 900 S","2012-01-03T06:37:00.000","144","Z4","2012-01-03T06:37:00.000","4902-0","ESCAPE","1894773","880453"
"SL20121581","SALT LAKE CITY","5","3","90J","1300 S STATE ST","2012-01-03T23:05:00.000","152","Z5","2012-01-03T23:05:00.000","5707-0","INV OF PRIVACY","1892599","877199"
"SL20121565","SALT LAKE CITY","4","3","23F","200 W 100 S","2012-01-03T21:52:00.000","132","Z3","2012-01-03T21:52:00.000","2305-0","LARCENY","1890082","886749"
"SL20121180","SALT LAKE CITY","4","3","0","300 E 200 S","2012-01-03T09:25:00.000","142","Z4","2012-01-03T09:25:00.000","7399-99","PUBLIC ORDER","1894390","886000"
"SL20121902","SALT LAKE CITY","1","3","90Z","1100 W 600 N","2012-01-03T19:00:00.000","111","Z1","2012-01-04T14:34:00.000","5309-0","PUBLIC PEACE","1882583","892384"
"SL2012800021","SALT LAKE CITY","5","3","90Z","300 W HOPE AVE","2012-01-03T19:00:00.000","152","Z5","2012-01-04T17:35:00.000","5401-0","TRAFFIC","1889051","876511"
"SL2012800022","SALT LAKE CITY","4","3","23F","300 W 400 S","2012-01-03T21:00:00.000","132","Z3","2012-01-04T18:17:00.000","2305-0","LARCENY","1889463","884434"
"SL20121305","SALT LAKE CITY","1","3","23G","1900 W INDEPENDENCE BLVD","2012-01-03T12:45:00.000","111","Z1","2012-01-03T12:45:00.000","2304-0","LARCENY","1876468","899478"
"SL20121119","SALT LAKE CITY","5","3","290","1500 S 800 E","2012-01-03T05:55:00.000","153","Z5","2012-01-03T05:55:00.000","2902-0","DAMAGED PROP","1898140","875383"
"SL20121147","SALT LAKE CITY","2","3","290","600 S REDWOOD RD","2012-01-03T08:05:00.000","121","Z2","2012-01-03T08:05:00.000","2902-0","DAMAGED PROP","1878609","882658"
"SL20121293","SALT LAKE CITY","7","3","23H","2400 S 800 E","2012-01-03T12:33:00.000","162","Z6","2012-01-03T12:33:00.000","2309-0","LARCENY","1898163","868747"
"SL20121294","SALT LAKE CITY","3","3","23F","00 N R ST","2012-01-03T12:34:00.000","141","Z4","2012-01-03T12:34:00.000","2305-0","LARCENY","1900998","888108"
"SL20121312","SALT LAKE CITY","1","3","0","1200 N REDWOOD RD","2012-01-03T12:58:00.000","111","Z1","2012-01-03T12:58:00.000","7399-6","PUBLIC ORDER","1878638","897489"
"SL20121437","SALT LAKE CITY","2","3","290","200 S 1300 W","2012-01-03T16:59:00.000","121","Z2","2012-01-03T16:59:00.000","2902-1","DAMAGED PROP","1881603","885509"
"SL20121522","SALT LAKE CITY","6","3","23F","1300 E 2100 S","2012-01-03T20:03:00.000","163","Z6","2012-01-03T20:03:00.000","2305-0","LARCENY","1902747","871687"
"SL20121530","SALT LAKE CITY","1","3","23F","1300 W 300 N","2012-01-03T20:21:00.000","112","Z1","2012-01-03T20:21:00.000","2305-0","LARCENY","1882184","890008"
"SL20122902","SALT LAKE CITY","7","3","13B","2100 S 1700 E","2012-01-03T12:45:00.000","163","Z6","2012-01-06T09:03:00.000","1313-0","ASSAULT","1905397","871097"
"SL2012800031","SALT LAKE CITY","7","3","0","1000 E 2100 S","2012-01-03T09:40:00.000","162","Z6","2012-01-06T09:46:00.000","7399-6","PUBLIC ORDER","1899791","871555"
"SL20121324","SALT LAKE CITY","4","3","0","200 E 400 S","2012-01-03T13:28:00.000","135","Z3","2012-01-03T13:28:00.000","5399-26","PUBLIC PEACE","1893540","884358"
"SL20123286","SALT LAKE CITY","4","3","23H","700 S 300 E","2012-01-03T17:00:00.000","144","Z4","2012-01-06T20:53:00.000","2399-19","LARCENY","1894264","881681"
"SL20121357","SALT LAKE CITY","4","3","0","200 E 400 S","2012-01-03T14:32:00.000","135","Z3","2012-01-03T14:33:00.000","5399-26","PUBLIC PEACE","1893540","884358"
"SL20121394","SALT LAKE CITY","4","3","90G","100 W 400 S","2012-01-03T15:25:00.000","135","Z3","2012-01-03T15:27:00.000","4104-0","LIQUOR","1890409","884370"
